num_hidden_neurons,l_rate,weights_distr,batch_size,act_f,lambda,optimizer,k,score
[5],0.01,gaussian,8,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.569658134939287
"[20, 20]",0.001,gaussian,16,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.5697433364343665
[3],0.05,gaussian,8,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.569798877819544
[5],0.4,gaussian,64,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.570622601584705
[20],0.001,gaussian,4,logistic,0.0,"('nesterov', 0.9)",3,7.57073471843744
"[20, 20]",0.001,gaussian,4,logistic,0.001,"('nesterov', 0.9)",3,7.5708033163043265
[5],0.01,gaussian,4,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.571489710057924
"[20, 20]",0.4,gaussian,64,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.571772941235219
[20],0.1,gaussian,64,logistic,0.001,"('trivial', 0.5)",3,7.571974727755058
[10],0.01,gaussian,1,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.5720695346367375
[20],0.001,gaussian,4,logistic,0.001,"('nesterov', 0.9)",3,7.5721574290781986
[3],0.2,gaussian,64,logistic,0.001,"('trivial', 0.0)",3,7.572414529211339
[20],0.2,gaussian,64,logistic,0.0,"('nesterov', 0.5)",3,7.5725077295898195
[3],0.01,gaussian,1,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.572567845960232
[3],0.01,gaussian,1,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.572567845960233
"[5, 5, 5]",0.001,gaussian,4,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.572974466815149
[10],0.01,gaussian,169,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.573002224913004
[5],0.1,gaussian,32,logistic,0.001,"('trivial', 0.0)",3,7.5741835670678945
[20],0.01,gaussian,64,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.574547755375423
[20],0.01,gaussian,64,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.5745477553754235
"[200, 200]",0.001,gaussian,32,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.575067209979827
"[5, 5, 5]",0.2,gaussian,169,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.575898596031428
[5],0.6,gaussian,64,logistic,0.0,"('nesterov', 0.5)",3,7.5759499189171375
[3],0.1,gaussian,4,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.576417684609585
"[20, 20]",0.001,gaussian,1,logistic,0.0,"('trivial', 0.5)",3,7.57701068931551
[100],0.01,gaussian,32,logistic,0.001,"('trivial', 0.9)",3,7.577070720277318
[5],0.05,gaussian,4,logistic,0.001,"('nesterov', 0.5)",3,7.577267005393658
"[20, 20]",0.001,gaussian,16,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.577329065071236
[3],0.05,gaussian,16,logistic,0.0,"('nesterov', 0.9)",3,7.57777574744162
[3],0.05,gaussian,16,logistic,0.0,"('nesterov', 0.9)",3,7.5777757474416205
[3],0.4,gaussian,169,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.578313448347116
[3],0.8,gaussian,169,logistic,0.001,"('nesterov', 0.9)",3,7.579054748679893
[10],0.001,gaussian,2,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.579810954113896
[3],0.05,gaussian,2,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.57997135489996
"[5, 5]",0.001,gaussian,8,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.580191295750143
[5],0.6,gaussian,169,logistic,0.001,"('trivial', 0.0)",3,7.580319694959486
[5],0.6,gaussian,169,logistic,0.001,"('trivial', 0.0)",3,7.580319694959487
"[100, 100]",0.001,gaussian,4,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.58143392702299
[5],0.2,gaussian,169,logistic,0.0,"('nesterov', 0.9)",3,7.5815704837824
"[5, 5, 5]",0.05,gaussian,169,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.581570801777028
[3],0.01,gaussian,4,logistic,0.001,"('nesterov', 0.5)",3,7.582202287769237
[20],0.01,gaussian,8,logistic,0.001,"('nesterov', 0.5)",3,7.582231241558013
[3],0.4,gaussian,169,logistic,0.0,"('nesterov', 0.9)",3,7.582788373604793
[20],0.001,gaussian,4,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.584372033852162
"[100, 100]",0.05,gaussian,32,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.584447181006457
[5],0.01,gaussian,2,logistic,0.0,"('trivial', 0.0)",3,7.584908076423707
[3],0.01,gaussian,16,logistic,0.001,"('nesterov', 0.9)",3,7.585222708167786
[3],0.01,gaussian,16,logistic,0.001,"('nesterov', 0.9)",3,7.5852227081677865
[3],0.05,gaussian,1,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.586137862030142
[3],0.1,gaussian,169,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.586229869960028
[3],0.1,gaussian,64,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.587698514775814
"[100, 100]",0.01,gaussian,4,logistic,0.0,"('trivial', 0.0)",3,7.587826384038247
[3],0.05,gaussian,4,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.5890130525448
[20],0.01,gaussian,64,relu,0.0,"('trivial', 0.5)",3,7.590198886963183
[5],0.1,gaussian,32,logistic,0.0,"('trivial', 0.5)",3,7.590615185283056
"[5, 5]",0.05,gaussian,64,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.590808966741728
"[5, 5]",0.05,gaussian,64,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.5908089667417284
[10],0.01,gaussian,32,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.591026045886061
[10],0.01,gaussian,32,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.5910260458860614
[3],0.1,gaussian,32,logistic,0.001,"('trivial', 0.5)",3,7.592067980983793
"[20, 20]",0.01,gaussian,64,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.593045613395878
[3],0.2,gaussian,64,logistic,0.001,"('nesterov', 0.9)",3,7.593846501608151
[3],0.2,gaussian,64,logistic,0.001,"('nesterov', 0.9)",3,7.5938465016081516
[20],0.01,gaussian,16,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.594391930985985
[3],0.001,gaussian,1,logistic,0.0,"('nesterov', 0.9)",3,7.594490653808941
[3],0.001,gaussian,1,logistic,0.0,"('nesterov', 0.9)",3,7.594490653808942
[5],0.001,gaussian,4,relu,0.0,"('trivial', 0.5)",3,7.594511659235406
[3],0.4,gaussian,64,logistic,0.001,"('nesterov', 0.5)",3,7.5953178810893025
[5],0.05,gaussian,1,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.598113012317582
[20],0.001,gaussian,16,tanh,0.0,"('trivial', 0.9)",3,7.598677235753072
[20],0.001,gaussian,16,tanh,0.0,"('trivial', 0.9)",3,7.5986772357530725
"[100, 100]",0.05,gaussian,8,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.598986923189361
[5],0.05,gaussian,32,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.5990179561613
[20],0.05,gaussian,16,logistic,0.001,"('trivial', 0.0)",3,7.600130568453191
[10],0.01,gaussian,32,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.600667518174807
[10],0.01,gaussian,32,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.6006675181748085
"[100, 100]",0.001,gaussian,32,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.60089136919067
[3],0.01,gaussian,4,logistic,0.0,"('nesterov', 0.5)",3,7.601009420468423
[10],0.6,gaussian,169,logistic,0.0,"('trivial', 0.0)",3,7.601598547352125
[3],0.01,gaussian,64,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.60189312123446
[5],0.001,gaussian,2,logistic,0.001,"('trivial', 0.9)",3,7.6023213066860675
[5],0.1,gaussian,16,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.602965334712017
[10],0.01,gaussian,64,relu,0.001,"('trivial', 0.5)",3,7.603554206171764
[5],0.1,gaussian,32,logistic,0.001,"('nesterov', 0.5)",3,7.604116816967256
[20],0.001,gaussian,2,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.6043024257084975
"[5, 5]",0.01,gaussian,64,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.604974620081003
"[5, 5]",0.4,gaussian,169,logistic,0.0,"('trivial', 0.9)",3,7.605320185827515
[3],0.1,gaussian,169,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.6059803177529375
"[100, 100]",0.01,gaussian,4,logistic,0.001,"('trivial', 0.0)",3,7.606063384778687
"[100, 100]",0.01,gaussian,4,logistic,0.001,"('trivial', 0.0)",3,7.606063384778688
[10],0.01,gaussian,8,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.606110342263251
[10],0.01,gaussian,8,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.606110342263252
[20],0.001,gaussian,4,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.606194762623667
[20],0.001,gaussian,4,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.606194762623668
[3],0.8,gaussian,64,logistic,0.0,"('trivial', 0.0)",3,7.606457708759573
[20],0.001,gaussian,1,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.606500846840844
[5],0.1,gaussian,169,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.6071882056121884
"[20, 20]",0.01,gaussian,1,logistic,0.001,"('trivial', 0.5)",3,7.60854659892041
[3],0.01,gaussian,16,tanh,0.001,"('nesterov', 0.5)",3,7.609306277650442
"[5, 5]",0.2,gaussian,64,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.609307616431872
"[100, 100]",0.01,gaussian,8,logistic,0.001,"('trivial', 0.5)",3,7.6093696970767795
[3],0.2,gaussian,16,logistic,0.001,"('nesterov', 0.5)",3,7.610866673027062
[20],0.01,gaussian,169,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.611418402456138
"[5, 5]",0.001,gaussian,4,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.611716093210664
"[5, 5, 5]",0.01,gaussian,1,logistic,0.0,"('trivial', 0.0)",3,7.6120363019820925
[10],0.1,gaussian,32,logistic,0.001,"('nesterov', 0.5)",3,7.612232079515908
[5],0.05,gaussian,4,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.6140919611227345
[150],0.001,gaussian,4,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.614202854374856
[5],0.01,gaussian,2,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.614218214794465
[3],0.05,gaussian,16,logistic,0.0,"('trivial', 0.0)",3,7.614361346659647
[3],0.05,gaussian,16,logistic,0.0,"('trivial', 0.0)",3,7.614361346659648
[3],0.001,gaussian,1,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.614949676696002
[3],0.001,gaussian,1,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.6149496766960025
[100],0.001,gaussian,4,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.61516322689085
[20],0.1,gaussian,64,logistic,0.0,"('trivial', 0.5)",3,7.615256212708279
"[5, 5]",0.1,gaussian,64,logistic,0.0,"('trivial', 0.5)",3,7.616227444762032
[3],0.05,gaussian,169,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.616784296068082
[150],0.01,gaussian,169,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.6169721076171735
[10],0.001,gaussian,16,softplus,0.0,"('trivial', 0.9)",3,7.6175110400538095
[5],0.1,gaussian,2,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.617941553730929
[20],0.1,gaussian,4,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.61795580888842
"[5, 5, 5]",0.01,gaussian,1,logistic,0.0,"('trivial', 0.5)",3,7.618695424795813
[5],0.1,gaussian,8,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.61917897208765
[20],0.001,gaussian,2,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.619786229758046
[3],0.2,gaussian,32,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.620297637398195
[5],0.001,gaussian,2,softplus,0.0,"('trivial', 0.0)",3,7.620299138712768
"[100, 100]",0.05,gaussian,32,logistic,0.0,"('trivial', 0.9)",3,7.621869468784865
[150],0.01,gaussian,32,logistic,0.001,"('trivial', 0.9)",3,7.62231747189303
[5],0.01,gaussian,2,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.623549554297877
[5],0.01,gaussian,2,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.6235495542978775
[20],0.05,gaussian,32,logistic,0.001,"('nesterov', 0.5)",3,7.623717821273908
[3],0.05,gaussian,2,logistic,0.001,"('trivial', 0.5)",3,7.624193357979632
[3],0.05,gaussian,2,logistic,0.001,"('trivial', 0.5)",3,7.624193357979633
"[100, 100]",0.001,gaussian,4,logistic,0.0,"('trivial', 0.9)",3,7.624468545205421
"[100, 100]",0.001,gaussian,4,logistic,0.0,"('trivial', 0.9)",3,7.6244685452054215
[3],0.01,gaussian,2,logistic,0.0,"('trivial', 0.0)",3,7.624535863423683
"[5, 5, 5]",0.05,gaussian,32,logistic,0.001,"('nesterov', 0.9)",3,7.624848005722086
"[5, 5, 5]",0.1,gaussian,32,logistic,0.0,"('trivial', 0.5)",3,7.625963287843778
"[5, 5, 5]",0.01,gaussian,169,softplus,0.0,"('trivial', 0.9)",3,7.62601266231372
"[5, 5]",0.05,gaussian,8,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.6263183023398575
"[5, 5, 5]",0.05,gaussian,32,logistic,0.0,"('trivial', 0.9)",3,7.626898641294159
"[5, 5, 5]",0.05,gaussian,8,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.627066749692007
[100],0.001,gaussian,32,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.627202118672472
[100],0.001,gaussian,32,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.627202118672473
"[5, 5]",0.001,gaussian,1,logistic,0.001,"('nesterov', 0.9)",3,7.627504935373675
"[5, 5]",0.05,gaussian,64,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.627836277405997
[3],0.05,gaussian,4,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.6280870045380675
[3],0.05,gaussian,4,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.628087004538068
"[5, 5, 5]",0.01,gaussian,2,logistic,0.0,"('nesterov', 0.5)",3,7.628339015499392
[100],0.8,gaussian,169,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.628379085407473
[150],0.001,gaussian,4,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.6289259551296285
"[5, 5]",0.2,gaussian,16,logistic,0.0,"('nesterov', 0.5)",3,7.62899295949004
"[5, 5]",0.2,gaussian,16,logistic,0.0,"('nesterov', 0.5)",3,7.6289929594900405
[5],0.001,gaussian,1,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.6290201864588125
[5],0.01,gaussian,4,logistic,0.001,"('trivial', 0.5)",3,7.629415362414124
"[5, 5]",0.001,gaussian,1,logistic,0.0,"('trivial', 0.9)",3,7.6298258443367555
"[5, 5, 5]",0.001,gaussian,1,logistic,0.001,"('trivial', 0.9)",3,7.629830917522613
"[200, 200]",0.001,gaussian,4,logistic,0.0,"('trivial', 0.9)",3,7.629836177974672
[3],0.05,gaussian,64,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.630550521918902
"[5, 5, 5]",0.01,gaussian,2,logistic,0.001,"('trivial', 0.5)",3,7.630688765487437
[5],0.001,gaussian,2,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.630975618758888
[20],0.001,gaussian,8,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.631020029479369
[3],0.6,gaussian,64,logistic,0.001,"('nesterov', 0.9)",3,7.631024796674564
[5],0.4,gaussian,169,logistic,0.001,"('nesterov', 0.9)",3,7.631967915135366
"[5, 5]",0.001,gaussian,2,softplus,0.001,"('trivial', 0.0)",3,7.632787981892879
"[5, 5]",0.6,gaussian,169,logistic,0.001,"('trivial', 0.9)",3,7.633283501364776
[100],0.01,gaussian,32,logistic,0.0,"('trivial', 0.9)",3,7.633488072039733
"[5, 5, 5]",0.001,gaussian,16,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.633831061480457
[3],0.1,gaussian,32,logistic,0.0,"('trivial', 0.5)",3,7.633913582988296
[5],0.2,gaussian,169,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.63438234555723
"[5, 5, 5]",0.01,gaussian,1,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.634489593202325
[150],0.01,gaussian,1,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.634596630103568
"[200, 200]",0.001,gaussian,64,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.6368087695917275
"[5, 5]",0.001,gaussian,8,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.636864498338197
"[5, 5]",0.001,gaussian,8,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.6368644983381975
[100],0.001,gaussian,8,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.637038617872814
"[5, 5]",0.001,gaussian,2,tanh,0.0,"('trivial', 0.9)",3,7.640907479340997
"[100, 100]",0.001,gaussian,4,tanh,0.0,"('trivial', 0.0)",3,7.640916405198653
[100],0.001,gaussian,4,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.641080358482545
[5],0.4,gaussian,169,logistic,0.001,"('nesterov', 0.5)",3,7.641635800936736
"[100, 100]",0.001,gaussian,8,tanh,0.0,"('trivial', 0.5)",3,7.642104892938285
[3],0.001,gaussian,16,softplus,0.001,"('nesterov', 0.9)",3,7.642578771616463
"[20, 20]",0.01,gaussian,64,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.643229599150027
[20],0.05,gaussian,16,logistic,0.0,"('trivial', 0.0)",3,7.644799449985652
[20],0.05,gaussian,16,logistic,0.0,"('trivial', 0.0)",3,7.644799449985653
"[5, 5]",0.1,gaussian,4,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.645161147142585
[3],0.01,gaussian,169,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.6458046835649505
[3],0.1,gaussian,169,logistic,0.001,"('trivial', 0.9)",3,7.646013270284933
[10],0.001,gaussian,1,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.6463781809121185
[5],0.001,gaussian,1,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.6477981809263005
"[100, 100]",0.001,gaussian,169,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.648052050565788
[10],0.01,gaussian,64,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.648174710093275
"[5, 5]",0.05,gaussian,32,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.649751461668128
"[5, 5, 5]",0.001,gaussian,1,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.651060907389616
[100],0.01,gaussian,32,tanh,0.001,"('trivial', 0.5)",3,7.651525093010576
[100],0.001,gaussian,8,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.652638670904563
"[100, 100]",0.001,gaussian,8,tanh,0.001,"('nesterov', 0.5)",3,7.653170385538813
"[5, 5, 5]",0.05,gaussian,8,logistic,0.0,"('trivial', 0.5)",3,7.653214377258478
[3],0.001,gaussian,2,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.653390680894178
[3],0.001,gaussian,2,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.653390680894179
[10],0.001,gaussian,16,relu,0.0,"('nesterov', 0.9)",3,7.65360028679403
[5],0.2,gaussian,64,logistic,0.0,"('nesterov', 0.5)",3,7.653627673897534
"[200, 200]",0.01,gaussian,8,logistic,0.001,"('trivial', 0.5)",3,7.655096489942328
[3],0.01,gaussian,64,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.65521243670004
"[5, 5, 5]",0.2,gaussian,64,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.65550730275946
[10],0.001,gaussian,1,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.657195989924765
[10],0.001,gaussian,1,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.658006345053992
"[5, 5]",0.001,gaussian,1,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.658064697915847
"[100, 100]",0.01,gaussian,8,logistic,0.001,"('trivial', 0.9)",3,7.658692616773892
"[5, 5, 5]",0.01,gaussian,1,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.658793919342406
[20],0.001,gaussian,4,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.6597300778924575
"[5, 5, 5]",0.4,gaussian,169,logistic,0.001,"('trivial', 0.9)",3,7.661265698260603
[150],0.001,gaussian,8,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.66216643130646
[3],0.6,gaussian,8,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.662327280379527
[3],0.6,gaussian,8,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.662327280379528
[3],0.01,gaussian,8,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.663560810152621
[20],0.05,gaussian,8,logistic,0.001,"('trivial', 0.0)",3,7.66422069639258
"[5, 5, 5]",0.2,gaussian,169,logistic,0.0,"('trivial', 0.9)",3,7.665539792523848
"[5, 5, 5]",0.1,gaussian,4,logistic,0.001,"('trivial', 0.0)",3,7.665927119029251
[3],0.05,gaussian,4,logistic,0.0,"('trivial', 0.5)",3,7.666260703003386
[3],0.05,gaussian,4,logistic,0.0,"('trivial', 0.5)",3,7.6662607030033865
"[100, 100]",0.001,gaussian,4,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.666788746680343
"[5, 5, 5]",0.1,gaussian,32,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.667614878727043
[5],0.4,gaussian,32,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.667822257792326
[10],0.05,gaussian,64,tanh,0.0,"('trivial', 0.0)",3,7.667977904932788
[5],0.4,gaussian,64,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.668262538836178
[10],0.001,gaussian,2,logistic,0.001,"('nesterov', 0.9)",3,7.66866146126448
[5],0.4,gaussian,169,logistic,0.0,"('nesterov', 0.5)",3,7.6694782866365
[5],0.01,gaussian,4,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.669727082960535
"[5, 5]",0.2,gaussian,8,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.6697523391686815
[10],0.2,gaussian,64,logistic,0.0,"('trivial', 0.5)",3,7.669885652008842
[10],0.2,gaussian,64,logistic,0.0,"('trivial', 0.5)",3,7.669885652008843
[10],0.4,gaussian,169,logistic,0.0,"('trivial', 0.5)",3,7.669966904394691
[10],0.05,gaussian,4,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.670159814624061
[10],0.05,gaussian,4,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.6701598146240615
[5],0.4,gaussian,16,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.670784861157192
[20],0.001,gaussian,1,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.670790985451107
[20],0.001,gaussian,1,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.670790985451108
[5],0.01,gaussian,2,logistic,0.001,"('trivial', 0.5)",3,7.671609974338541
[10],0.001,gaussian,1,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.6717222488493695
[150],0.001,gaussian,8,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.671840927189923
"[5, 5, 5]",0.4,gaussian,2,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.672023192194777
[150],0.01,gaussian,32,logistic,0.0,"('trivial', 0.9)",3,7.672306469311304
[150],0.05,gaussian,8,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.672394306640066
"[5, 5, 5]",0.4,gaussian,64,logistic,0.001,"('trivial', 0.0)",3,7.672978014020374
[10],0.001,gaussian,2,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.673080637278924
"[100, 100]",0.01,gaussian,64,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.674051179712683
"[5, 5]",0.1,gaussian,169,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.674356310867172
"[100, 100]",0.001,gaussian,4,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.6748469130330825
[5],0.6,gaussian,169,logistic,0.0,"('nesterov', 0.9)",3,7.675021025733027
"[5, 5]",0.05,gaussian,4,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.6753159968195535
[5],0.1,gaussian,169,logistic,0.0,"('trivial', 0.9)",3,7.675544450798713
[3],0.4,gaussian,64,logistic,0.001,"('trivial', 0.0)",3,7.676026966774902
[3],0.05,gaussian,8,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.676321728569009
"[200, 200]",0.6,gaussian,4,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.6765174047286715
[20],0.001,gaussian,8,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.6769726454925715
"[5, 5]",0.1,gaussian,16,logistic,0.0,"('trivial', 0.9)",3,7.676999607279129
[150],0.05,gaussian,2,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.6774746286874676
"[200, 200]",0.001,gaussian,4,logistic,0.001,"('nesterov', 0.9)",3,7.677548979151094
[20],0.2,gaussian,4,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.677805628753719
[20],0.2,gaussian,4,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.6778056287537195
"[5, 5, 5]",0.05,gaussian,8,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.679448381527844
[20],0.001,gaussian,2,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",3,7.679866980464412
"[200, 200]",0.001,gaussian,2,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.680805769312206
[3],0.05,gaussian,64,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,7.6818305869213726
"[200, 200]",0.001,gaussian,4,logistic,0.001,"('trivial', 0.9)",3,7.682595153677646
"[5, 5]",0.1,gaussian,32,tanh,0.0,"('trivial', 0.9)",3,7.682618493302692
"[5, 5]",0.1,gaussian,32,tanh,0.0,"('trivial', 0.9)",3,7.682618493302693
[3],0.01,gaussian,4,logistic,0.0,"('trivial', 0.5)",3,7.683842900816423
[5],0.001,gaussian,2,logistic,0.001,"('nesterov', 0.9)",3,7.683997242223048
