num_hidden_neurons,l_rate,weights_distr,batch_size,act_f,lambda,optimizer,k,score
"[20, 20]",0.01,gaussian,64,logistic,0.001,"('trivial', 0.5)",3,0.6092911348890001
[150],0.01,gaussian,16,logistic,0.001,"('trivial', 0.0)",3,0.6094009300343471
[100],0.01,gaussian,16,logistic,0.0,"('trivial', 0.0)",3,0.6096624199549043
[5],0.001,gaussian,123,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6099288322366753
[5],0.001,gaussian,64,tanh,0.0,"('nesterov', 0.5)",3,0.6100737078846528
[10],0.001,gaussian,16,logistic,0.0,"('nesterov', 0.5)",3,0.6102029437392085
[10],0.01,gaussian,64,logistic,0.001,"('trivial', 0.0)",3,0.6103076764731333
[5],0.001,gaussian,64,softplus,0.0,"('nesterov', 0.5)",3,0.6103175327130196
[5],0.01,gaussian,123,logistic,0.0,"('nesterov', 0.5)",3,0.6103438430589186
[20],0.001,gaussian,16,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6103836413497216
[3],0.01,gaussian,123,logistic,0.0,"('trivial', 0.5)",3,0.6104244442975544
[100],0.001,gaussian,64,relu,0.001,"('trivial', 0.9)",3,0.6105608218199825
[100],0.001,gaussian,16,tanh,0.0,"('trivial', 0.5)",3,0.611064754057875
[100],0.01,gaussian,32,logistic,0.001,"('nesterov', 0.5)",3,0.6111003341696063
[20],0.001,gaussian,64,relu,0.0,"('trivial', 0.0)",3,0.6112919405342795
[3],0.001,gaussian,16,softplus,0.0,"('nesterov', 0.5)",3,0.6113172703499864
[3],0.001,gaussian,64,logistic,0.001,"('nesterov', 0.9)",3,0.6116334678313861
"[200, 200]",0.001,gaussian,8,logistic,0.001,"('nesterov', 0.5)",3,0.6116900110407224
[20],0.01,gaussian,123,logistic,0.001,"('trivial', 0.9)",3,0.6117308599891866
[5],0.001,gaussian,123,tanh,0.001,"('nesterov', 0.5)",3,0.6118138240602491
[20],0.001,gaussian,64,softplus,0.0,"('trivial', 0.5)",3,0.6118520724241533
"[20, 20]",0.001,gaussian,123,tanh,0.001,"('nesterov', 0.5)",3,0.611873896695745
[10],0.001,gaussian,64,logistic,0.0,"('nesterov', 0.9)",3,0.6122410738362037
[5],0.001,gaussian,64,relu,0.0,"('trivial', 0.5)",3,0.6128530452217196
"[100, 100]",0.001,gaussian,32,softplus,0.0,"('trivial', 0.0)",3,0.6132764941744987
[5],0.01,gaussian,32,tanh,0.0,"('trivial', 0.0)",3,0.6134324902156235
"[5, 5]",0.001,gaussian,123,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6136263484665895
"[5, 5, 5]",0.001,gaussian,123,relu,0.0,"('trivial', 0.5)",3,0.6138483301538832
"[5, 5, 5]",0.001,gaussian,32,softplus,0.0,"('nesterov', 0.5)",3,0.6142689733886147
[20],0.001,gaussian,123,tanh,0.001,"('nesterov', 0.5)",3,0.6143153378792272
[100],0.01,gaussian,16,logistic,0.001,"('trivial', 0.0)",3,0.6143296787011312
[20],0.001,gaussian,16,logistic,0.001,"('trivial', 0.5)",3,0.6144631595824852
[3],0.001,gaussian,123,softplus,0.001,"('trivial', 0.9)",3,0.6144743716630261
[10],0.001,gaussian,16,logistic,0.001,"('trivial', 0.5)",3,0.6146589489127324
"[5, 5, 5]",0.1,gaussian,1,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6148888049499796
[20],0.05,gaussian,123,logistic,0.0,"('trivial', 0.5)",3,0.6150453798380289
[10],0.001,gaussian,4,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6154093377514086
[3],0.001,gaussian,32,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6156633046625283
[3],0.001,gaussian,123,softplus,0.0,"('nesterov', 0.9)",3,0.6157190410575448
"[100, 100]",0.05,gaussian,2,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6158402850393365
[100],0.001,gaussian,32,softplus,0.001,"('trivial', 0.0)",3,0.6160595121933788
[150],0.001,gaussian,32,softplus,0.001,"('trivial', 0.0)",3,0.6161898695447712
[3],0.001,gaussian,16,relu,0.0,"('trivial', 0.0)",3,0.6165391845850879
"[20, 20]",0.001,gaussian,32,softplus,0.001,"('trivial', 0.5)",3,0.6171654067807145
"[5, 5, 5]",0.001,gaussian,64,tanh,0.001,"('trivial', 0.9)",3,0.6171663624285656
[10],0.001,gaussian,64,relu,0.0,"('trivial', 0.9)",3,0.6172702977067249
[150],0.001,gaussian,123,tanh,0.001,"('trivial', 0.0)",3,0.617320563824164
[3],0.001,gaussian,32,tanh,0.001,"('trivial', 0.5)",3,0.6174140098309658
"[5, 5]",0.6,gaussian,2,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6177398218526248
[20],0.001,gaussian,8,logistic,0.0,"('trivial', 0.0)",3,0.6178886727768983
[150],0.001,gaussian,64,softplus,0.0,"('trivial', 0.5)",3,0.6178990084564439
"[5, 5]",0.001,gaussian,64,tanh,0.0,"('trivial', 0.5)",3,0.6179790927100552
"[5, 5, 5]",0.001,gaussian,8,logistic,0.001,"('trivial', 0.9)",3,0.6184429549656199
[10],0.01,gaussian,123,logistic,0.0,"('trivial', 0.5)",3,0.6186943710791638
"[5, 5]",0.001,gaussian,64,relu,0.0,"('nesterov', 0.5)",3,0.6187392459654482
"[100, 100]",0.001,gaussian,8,logistic,0.0,"('nesterov', 0.5)",3,0.6189221227820285
[20],0.05,gaussian,123,logistic,0.001,"('trivial', 0.5)",3,0.6189716644411425
"[200, 200]",0.001,gaussian,64,softplus,0.0,"('trivial', 0.5)",3,0.6190739011587495
[150],0.01,gaussian,123,relu,0.001,"('trivial', 0.5)",3,0.619110061824559
"[100, 100]",0.001,gaussian,123,relu,0.0,"('trivial', 0.5)",3,0.6195477113151416
[150],0.001,gaussian,64,relu,0.001,"('trivial', 0.0)",3,0.6199210039400073
[3],0.001,gaussian,123,relu,0.001,"('nesterov', 0.5)",3,0.6201778827554644
"[5, 5, 5]",0.001,gaussian,32,relu,0.001,"('trivial', 0.5)",3,0.6202204215251831
[5],0.01,gaussian,123,softplus,0.0,"('trivial', 0.0)",3,0.6206294330041799
[20],0.001,gaussian,123,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6207576271017271
[3],0.01,gaussian,32,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6209408316280894
"[20, 20]",0.01,gaussian,64,logistic,0.0,"('trivial', 0.5)",3,0.6209441668101666
[20],0.001,gaussian,16,logistic,0.0,"('nesterov', 0.5)",3,0.6212626399323385
[100],0.001,gaussian,64,relu,0.001,"('trivial', 0.0)",3,0.6216261016025757
[100],0.001,gaussian,32,softplus,0.0,"('trivial', 0.0)",3,0.6217470226057052
[20],0.001,gaussian,123,relu,0.0,"('trivial', 0.5)",3,0.6220421993614231
[3],0.001,gaussian,64,logistic,0.0,"('nesterov', 0.9)",3,0.622122592748341
[100],0.001,gaussian,8,softplus,0.0,"('trivial', 0.5)",3,0.6221625744157321
[100],0.001,gaussian,8,softplus,0.001,"('trivial', 0.5)",3,0.6229575447332262
[100],0.001,gaussian,64,softplus,0.0,"('trivial', 0.5)",3,0.6230717131385307
[10],0.001,gaussian,123,tanh,0.0,"('trivial', 0.5)",3,0.6232359760900871
[5],0.001,gaussian,123,tanh,0.0,"('nesterov', 0.5)",3,0.6232949758787503
[150],0.001,gaussian,64,softplus,0.0,"('nesterov', 0.5)",3,0.6234056556362603
[100],0.001,gaussian,64,softplus,0.001,"('trivial', 0.5)",3,0.6234967141282995
[150],0.001,gaussian,16,logistic,0.0,"('trivial', 0.9)",3,0.6239316725948593
[3],0.001,gaussian,32,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6242521060673366
[100],0.01,gaussian,32,logistic,0.0,"('nesterov', 0.5)",3,0.6244381639150595
[150],0.1,gaussian,123,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6245173868446307
[20],0.001,gaussian,64,softplus,0.001,"('nesterov', 0.5)",3,0.6250456211442527
"[5, 5, 5]",0.001,gaussian,64,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.625207016047008
[10],0.001,gaussian,8,tanh,0.001,"('nesterov', 0.5)",3,0.6253391652938997
[10],0.001,gaussian,8,logistic,0.001,"('trivial', 0.0)",3,0.6256787818325706
[5],0.8,gaussian,123,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6258120654995559
"[5, 5]",0.001,gaussian,123,relu,0.001,"('trivial', 0.5)",3,0.6260127735549718
"[5, 5, 5]",0.1,gaussian,2,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6265097963815749
"[5, 5]",0.001,gaussian,123,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6267057609745249
[150],0.001,gaussian,4,softplus,0.001,"('trivial', 0.0)",3,0.6267355956597186
[20],0.001,gaussian,123,tanh,0.0,"('trivial', 0.0)",3,0.6267598203279261
[10],0.8,gaussian,64,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6270151838346828
"[5, 5]",0.01,gaussian,123,tanh,0.0,"('trivial', 0.5)",3,0.6270785270833324
"[5, 5, 5]",0.01,gaussian,32,logistic,0.001,"('trivial', 0.5)",3,0.6273194820441711
[10],0.001,gaussian,64,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6273554774141944
[3],0.001,gaussian,64,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6273940184561817
[20],0.001,gaussian,64,softplus,0.001,"('trivial', 0.5)",3,0.6278709566037205
"[5, 5, 5]",0.001,gaussian,8,softplus,0.001,"('trivial', 0.0)",3,0.6279339795937265
[100],0.001,gaussian,123,logistic,0.001,"('trivial', 0.9)",3,0.6281456189571409
[20],0.001,gaussian,64,relu,0.0,"('trivial', 0.5)",3,0.6281619701908469
[10],0.01,gaussian,123,softplus,0.0,"('trivial', 0.0)",3,0.6283537378601566
[10],0.001,gaussian,123,relu,0.001,"('trivial', 0.5)",3,0.629080814776523
[150],0.01,gaussian,16,logistic,0.0,"('trivial', 0.0)",3,0.6292009750202084
[3],0.01,gaussian,64,logistic,0.001,"('trivial', 0.0)",3,0.629599586194531
[150],0.001,gaussian,16,tanh,0.001,"('trivial', 0.5)",3,0.6297576905582475
"[5, 5]",0.001,gaussian,2,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6298101704503217
"[20, 20]",0.001,gaussian,8,logistic,0.001,"('trivial', 0.5)",3,0.6299780601430801
[3],0.001,gaussian,64,logistic,0.001,"('trivial', 0.9)",3,0.6300799692524824
[3],0.001,gaussian,16,logistic,0.0,"('trivial', 0.5)",3,0.6302854491318985
"[100, 100]",0.001,gaussian,64,softplus,0.0,"('trivial', 0.5)",3,0.6304679588071443
[10],0.001,gaussian,8,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6305891485742559
[5],0.001,gaussian,8,logistic,0.001,"('trivial', 0.0)",3,0.6308565503032845
[5],0.001,gaussian,64,relu,0.0,"('trivial', 0.0)",3,0.630916803016333
[10],0.001,gaussian,2,logistic,0.001,"('trivial', 0.5)",3,0.6310181907053302
[5],0.001,gaussian,64,logistic,0.0,"('nesterov', 0.9)",3,0.6312190138829356
[3],0.01,gaussian,123,relu,0.001,"('trivial', 0.0)",3,0.6313282673628483
[20],0.001,gaussian,123,tanh,0.0,"('nesterov', 0.5)",3,0.6316846908252739
[100],0.001,gaussian,16,logistic,0.0,"('nesterov', 0.9)",3,0.6319726716109548
[3],0.001,gaussian,8,logistic,0.001,"('trivial', 0.0)",3,0.6321602007728502
[100],0.001,gaussian,123,tanh,0.0,"('trivial', 0.0)",3,0.6327883280565778
"[200, 200]",0.001,gaussian,32,softplus,0.001,"('trivial', 0.0)",3,0.6332252643415225
"[5, 5]",0.001,gaussian,64,softplus,0.001,"('nesterov', 0.9)",3,0.63323171198891
[10],0.001,gaussian,16,logistic,0.001,"('nesterov', 0.5)",3,0.6332974936546245
"[5, 5, 5]",0.001,gaussian,16,relu,0.0,"('trivial', 0.0)",3,0.6333266215541743
[150],0.001,gaussian,64,relu,0.001,"('trivial', 0.9)",3,0.6334892375443074
[3],0.01,gaussian,64,tanh,0.0,"('nesterov', 0.5)",3,0.6336243584381677
[5],0.001,gaussian,64,softplus,0.0,"('trivial', 0.0)",3,0.6337958072317843
[3],0.001,gaussian,16,logistic,0.0,"('nesterov', 0.5)",3,0.633806858477548
[3],0.001,gaussian,64,logistic,0.0,"('trivial', 0.9)",3,0.63382736096436
[3],0.001,gaussian,123,relu,0.0,"('nesterov', 0.9)",3,0.6338341288542397
"[5, 5]",0.001,gaussian,123,relu,0.001,"('nesterov', 0.9)",3,0.6341533080942651
[100],0.001,gaussian,123,relu,0.001,"('trivial', 0.5)",3,0.6343064719170203
[3],0.001,gaussian,8,softplus,0.0,"('trivial', 0.0)",3,0.6343524850891371
[150],0.001,gaussian,8,softplus,0.0,"('nesterov', 0.5)",3,0.6351456179069271
"[200, 200]",0.001,gaussian,64,softplus,0.0,"('nesterov', 0.5)",3,0.635156172429186
[10],0.001,gaussian,123,tanh,0.001,"('trivial', 0.0)",3,0.6354382931275917
"[100, 100]",0.001,gaussian,4,logistic,0.001,"('trivial', 0.0)",3,0.6354389940921297
[150],0.01,gaussian,123,relu,0.0,"('trivial', 0.5)",3,0.63557068279801
[10],0.001,gaussian,123,relu,0.001,"('nesterov', 0.5)",3,0.6359123312223834
"[5, 5, 5]",0.05,gaussian,64,logistic,0.0,"('trivial', 0.5)",3,0.6360139591976436
"[100, 100]",0.001,gaussian,8,logistic,0.001,"('trivial', 0.5)",3,0.6363654890484391
[100],0.001,gaussian,8,tanh,0.0,"('trivial', 0.0)",3,0.6364453458086415
[5],0.001,gaussian,16,softplus,0.001,"('trivial', 0.0)",3,0.636484601935205
[5],0.01,gaussian,64,logistic,0.001,"('trivial', 0.0)",3,0.6365639540879536
"[5, 5]",0.001,gaussian,16,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6371455978527555
[20],0.001,gaussian,32,softplus,0.0,"('trivial', 0.0)",3,0.6371752631451583
[3],0.001,gaussian,64,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6373646258475048
"[5, 5]",0.01,gaussian,32,logistic,0.001,"('nesterov', 0.5)",3,0.6375691126313238
[10],0.001,gaussian,64,tanh,0.001,"('trivial', 0.0)",3,0.6377923131426781
[100],0.001,gaussian,64,softplus,0.001,"('nesterov', 0.5)",3,0.6379592664596991
[20],0.001,gaussian,123,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6381020359531197
"[200, 200]",0.001,gaussian,32,softplus,0.0,"('trivial', 0.0)",3,0.6388016744037222
[20],0.001,gaussian,123,softplus,0.001,"('nesterov', 0.5)",3,0.6388154587461052
[150],0.001,gaussian,123,logistic,0.001,"('trivial', 0.9)",3,0.6388878076137461
[10],0.001,gaussian,64,tanh,0.001,"('trivial', 0.9)",3,0.6396424383064715
[150],0.01,gaussian,32,logistic,0.0,"('trivial', 0.5)",3,0.6398848139354177
[3],0.05,gaussian,64,logistic,0.0,"('nesterov', 0.5)",3,0.6400508746641144
[5],0.001,gaussian,64,softplus,0.0,"('trivial', 0.5)",3,0.6401140053843551
[3],0.001,gaussian,123,relu,0.0,"('trivial', 0.9)",3,0.6405828326684517
"[5, 5, 5]",0.001,gaussian,123,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6406038308319223
"[5, 5]",0.001,gaussian,64,relu,0.001,"('trivial', 0.0)",3,0.6406085839900069
[100],0.001,gaussian,123,logistic,0.0,"('nesterov', 0.9)",3,0.6406472484490804
"[100, 100]",0.6,gaussian,32,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6407045700363266
"[5, 5, 5]",0.1,gaussian,16,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.641198993314778
[100],0.01,gaussian,123,relu,0.0,"('trivial', 0.5)",3,0.6412269935821001
"[100, 100]",0.001,gaussian,64,softplus,0.001,"('nesterov', 0.5)",3,0.6415233277891538
[3],0.001,gaussian,32,softplus,0.0,"('nesterov', 0.9)",3,0.6416948293535589
[100],0.001,gaussian,16,logistic,0.001,"('nesterov', 0.9)",3,0.6417472448164762
"[20, 20]",0.001,gaussian,123,tanh,0.001,"('trivial', 0.0)",3,0.6419369156154365
[3],0.001,gaussian,32,tanh,0.001,"('trivial', 0.0)",3,0.6422105009524808
[3],0.001,gaussian,123,logistic,0.0,"('nesterov', 0.9)",3,0.6422785180763774
[3],0.001,gaussian,32,softplus,0.001,"('trivial', 0.5)",3,0.6424377578845183
"[5, 5]",0.001,gaussian,64,tanh,0.001,"('trivial', 0.0)",3,0.6424468551712246
"[20, 20]",0.001,gaussian,32,logistic,0.0,"('trivial', 0.9)",3,0.6424763228154508
[100],0.001,gaussian,64,relu,0.0,"('trivial', 0.0)",3,0.6424862514077317
"[100, 100]",0.001,gaussian,16,tanh,0.0,"('trivial', 0.0)",3,0.6426630471541318
[100],0.001,gaussian,4,softplus,0.0,"('trivial', 0.0)",3,0.6430176613692989
"[5, 5]",0.001,gaussian,123,tanh,0.001,"('nesterov', 0.5)",3,0.6430178086271517
[3],0.001,gaussian,64,relu,0.0,"('trivial', 0.9)",3,0.6432896890368551
[10],0.001,gaussian,64,relu,0.001,"('trivial', 0.5)",3,0.6433114150906227
[150],0.01,gaussian,32,logistic,0.001,"('nesterov', 0.5)",3,0.6433218606776389
"[100, 100]",0.001,gaussian,8,logistic,0.001,"('nesterov', 0.5)",3,0.6434146751043746
[3],0.01,gaussian,123,relu,0.0,"('trivial', 0.0)",3,0.6436409368201437
[10],0.001,gaussian,64,softplus,0.0,"('trivial', 0.0)",3,0.6436919776718142
[5],0.01,gaussian,123,logistic,0.001,"('trivial', 0.5)",3,0.6438211795508884
[5],0.001,gaussian,64,logistic,0.0,"('trivial', 0.9)",3,0.6438818079281061
[100],0.001,gaussian,123,logistic,0.001,"('nesterov', 0.9)",3,0.6442155776760825
"[5, 5, 5]",0.1,gaussian,2,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.644320261540925
"[5, 5, 5]",0.05,gaussian,123,logistic,0.0,"('trivial', 0.9)",3,0.6444302283833585
[20],0.05,gaussian,123,logistic,0.0,"('nesterov', 0.5)",3,0.6446239748485464
[150],0.001,gaussian,16,logistic,0.001,"('trivial', 0.9)",3,0.6446486154946188
[3],0.001,gaussian,64,tanh,0.0,"('trivial', 0.0)",3,0.6447206138441732
[20],0.001,gaussian,123,relu,0.001,"('trivial', 0.0)",3,0.6452515075199241
[5],0.001,gaussian,2,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6453503964108859
"[200, 200]",0.2,gaussian,64,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6453641959264828
[100],0.01,gaussian,123,logistic,0.001,"('trivial', 0.0)",3,0.6454418093327434
[3],0.001,gaussian,8,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6455914702911029
"[20, 20]",0.001,gaussian,8,tanh,0.001,"('trivial', 0.0)",3,0.6458421526659971
[3],0.01,gaussian,123,relu,0.0,"('trivial', 0.5)",3,0.6458436901028737
[10],0.001,gaussian,2,logistic,0.0,"('trivial', 0.5)",3,0.6464721437720957
"[5, 5, 5]",0.6,gaussian,16,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6467167657003091
[10],0.05,gaussian,123,logistic,0.0,"('trivial', 0.5)",3,0.6467723342033899
[5],0.001,gaussian,8,logistic,0.0,"('trivial', 0.0)",3,0.646902726234774
"[5, 5]",0.001,gaussian,32,relu,0.0,"('trivial', 0.0)",3,0.6471285022853387
[5],0.001,gaussian,1,logistic,0.001,"('trivial', 0.0)",3,0.647187200518594
[3],0.001,gaussian,8,logistic,0.001,"('trivial', 0.9)",3,0.6472524005502186
"[5, 5, 5]",0.4,gaussian,32,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6474438758090458
[150],0.001,gaussian,123,relu,0.0,"('trivial', 0.5)",3,0.64827879061284
[20],0.001,gaussian,123,relu,0.001,"('nesterov', 0.5)",3,0.6483067709767529
[5],0.001,gaussian,123,tanh,0.0,"('trivial', 0.0)",3,0.6483136523653389
[150],0.001,gaussian,123,logistic,0.001,"('nesterov', 0.9)",3,0.6484774295476969
[100],0.001,gaussian,123,logistic,0.0,"('trivial', 0.9)",3,0.6485090682106558
[20],0.001,gaussian,8,softplus,0.001,"('trivial', 0.5)",3,0.6485273133178436
"[200, 200]",0.1,gaussian,123,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6488228960630819
[5],0.01,gaussian,123,tanh,0.0,"('trivial', 0.0)",3,0.6488595838071063
[10],0.01,gaussian,123,relu,0.0,"('trivial', 0.5)",3,0.6489233482455993
[150],0.01,gaussian,123,logistic,0.001,"('trivial', 0.0)",3,0.6490330036831157
"[20, 20]",0.001,gaussian,123,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6491396843258631
[3],0.05,gaussian,123,tanh,0.0,"('trivial', 0.0)",3,0.6493070468735017
[100],0.01,gaussian,123,logistic,0.0,"('trivial', 0.0)",3,0.6494401817721465
[3],0.001,gaussian,123,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.649636430449272
[3],0.8,gaussian,123,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6500180669296499
[3],0.001,gaussian,32,logistic,0.0,"('trivial', 0.5)",3,0.6502031166940689
[150],0.001,gaussian,8,tanh,0.001,"('trivial', 0.0)",3,0.650221383237756
[3],0.001,gaussian,32,relu,0.001,"('trivial', 0.0)",3,0.6502507427639729
[10],0.001,gaussian,8,logistic,0.0,"('trivial', 0.0)",3,0.6504484015019373
[150],0.001,gaussian,123,logistic,0.0,"('trivial', 0.9)",3,0.6504913585597297
"[100, 100]",0.05,gaussian,4,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6508775404059507
"[5, 5, 5]",0.001,gaussian,2,relu,0.0,"('trivial', 0.0)",3,0.6513735839242829
[5],0.001,gaussian,64,softplus,0.001,"('nesterov', 0.9)",3,0.6514898938713057
[3],0.001,gaussian,123,relu,0.0,"('nesterov', 0.5)",3,0.6516279553616772
[5],0.001,gaussian,32,softplus,0.0,"('nesterov', 0.5)",3,0.6517072875048178
[20],0.01,gaussian,123,logistic,0.001,"('trivial', 0.0)",3,0.6519868480384458
[5],0.001,gaussian,123,softplus,0.001,"('nesterov', 0.5)",3,0.6522228744348739
"[5, 5, 5]",0.001,gaussian,2,logistic,0.0,"('nesterov', 0.5)",3,0.6528328834342547
"[20, 20]",0.001,gaussian,123,relu,0.001,"('nesterov', 0.5)",3,0.6531585773564107
"[5, 5]",0.01,gaussian,123,softplus,0.0,"('trivial', 0.0)",3,0.6536032946561189
[100],0.001,gaussian,123,tanh,0.001,"('trivial', 0.0)",3,0.6536854494223797
[5],0.001,gaussian,123,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6538371015647811
[150],0.01,gaussian,123,logistic,0.0,"('trivial', 0.0)",3,0.6544835221223937
"[5, 5, 5]",0.001,gaussian,32,softplus,0.001,"('nesterov', 0.5)",3,0.6545193491790872
"[5, 5]",0.8,gaussian,123,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6548476144375869
[3],0.01,gaussian,123,logistic,0.001,"('trivial', 0.0)",3,0.6548937075841123
"[200, 200]",0.05,gaussian,8,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6549986437276413
"[20, 20]",0.2,gaussian,8,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6552223336555997
[10],0.001,gaussian,123,relu,0.0,"('trivial', 0.5)",3,0.6552767071699233
[20],0.001,gaussian,64,softplus,0.0,"('nesterov', 0.5)",3,0.65545395965615
[3],0.001,gaussian,32,logistic,0.0,"('nesterov', 0.5)",3,0.6554595543764413
[5],0.001,gaussian,123,relu,0.0,"('trivial', 0.5)",3,0.65588910369034
[150],0.001,gaussian,123,relu,0.0,"('nesterov', 0.5)",3,0.6562633252402198
[5],0.001,gaussian,16,logistic,0.0,"('trivial', 0.5)",3,0.6569775286345849
[5],0.001,gaussian,64,softplus,0.001,"('trivial', 0.5)",3,0.6570705190442774
[3],0.001,gaussian,64,tanh,0.0,"('trivial', 0.5)",3,0.6571495953298436
"[20, 20]",0.8,gaussian,2,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6574198811976619
[150],0.001,gaussian,123,logistic,0.0,"('nesterov', 0.9)",3,0.6574453194489038
"[5, 5, 5]",0.001,gaussian,64,softplus,0.0,"('nesterov', 0.5)",3,0.6580750404937353
[3],0.001,gaussian,64,tanh,0.001,"('trivial', 0.5)",3,0.6584269912735182
[150],0.001,gaussian,32,logistic,0.001,"('trivial', 0.5)",3,0.6586934859769502
[150],0.01,gaussian,32,logistic,0.001,"('trivial', 0.5)",3,0.6587407914273075
[3],0.001,gaussian,32,relu,0.0,"('trivial', 0.0)",3,0.6587837687603909
"[5, 5, 5]",0.001,gaussian,123,relu,0.0,"('nesterov', 0.5)",3,0.6588395917568531
[3],0.01,gaussian,123,softplus,0.001,"('trivial', 0.5)",3,0.6589428144707217
[5],0.01,gaussian,123,logistic,0.001,"('nesterov', 0.5)",3,0.6589429571528931
"[100, 100]",0.001,gaussian,32,tanh,0.0,"('nesterov', 0.5)",3,0.6589995181792562
[10],0.001,gaussian,2,logistic,0.0,"('nesterov', 0.5)",3,0.6591277726446695
[3],0.001,gaussian,64,tanh,0.001,"('trivial', 0.0)",3,0.6592078050718571
[5],0.001,gaussian,32,softplus,0.001,"('nesterov', 0.5)",3,0.6593818402310316
[150],0.001,gaussian,4,softplus,0.0,"('trivial', 0.0)",3,0.6598265317294482
[3],0.001,gaussian,64,logistic,0.001,"('nesterov', 0.5)",3,0.6598339062608146
[20],0.8,gaussian,32,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6599220174613127
[150],0.01,gaussian,32,logistic,0.0,"('nesterov', 0.5)",3,0.6600278697619164
[3],0.01,gaussian,123,softplus,0.0,"('trivial', 0.0)",3,0.6602823592465401
"[5, 5, 5]",0.001,gaussian,16,relu,0.001,"('nesterov', 0.5)",3,0.6606089724522891
[10],0.001,gaussian,64,relu,0.001,"('trivial', 0.9)",3,0.660884947383203
"[20, 20]",0.001,gaussian,16,tanh,0.0,"('trivial', 0.5)",3,0.6610224596860683
"[5, 5, 5]",0.001,gaussian,32,relu,0.001,"('trivial', 0.0)",3,0.6610930112915651
[10],0.001,gaussian,16,logistic,0.0,"('trivial', 0.5)",3,0.6611776136752963
[3],0.8,gaussian,8,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6612179526246685
"[5, 5]",0.001,gaussian,64,softplus,0.0,"('trivial', 0.5)",3,0.6612368991648984
"[5, 5]",0.001,gaussian,16,softplus,0.0,"('trivial', 0.0)",3,0.6614127484446934
[3],0.01,gaussian,64,logistic,0.0,"('trivial', 0.0)",3,0.6618285593083661
"[5, 5, 5]",0.001,gaussian,64,relu,0.0,"('trivial', 0.0)",3,0.6618466650023996
"[5, 5]",0.001,gaussian,16,softplus,0.001,"('trivial', 0.5)",3,0.6620632629487216
[150],0.001,gaussian,16,logistic,0.001,"('trivial', 0.0)",3,0.6620635306252822
[150],0.001,gaussian,123,relu,0.0,"('trivial', 0.0)",3,0.6624375815322733
[10],0.001,gaussian,32,softplus,0.001,"('trivial', 0.5)",3,0.662487366615463
[5],0.01,gaussian,8,logistic,0.0,"('trivial', 0.0)",3,0.6627235755811463
