num_hidden_neurons,l_rate,weights_distr,batch_size,act_f,lambda,optimizer,k,score
[3],0.001,gaussian,8,tanh,0.0,"('trivial', 0.5)",3,0.4239952831803404
"[5, 5, 5]",0.01,gaussian,64,logistic,0.0,"('trivial', 0.9)",3,0.42401938374022996
"[5, 5, 5]",0.2,gaussian,64,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.4245498433065726
[3],0.05,gaussian,123,logistic,0.001,"('nesterov', 0.5)",3,0.4255669247821069
[10],0.01,gaussian,123,softplus,0.001,"('trivial', 0.5)",3,0.4256699294450009
[3],0.001,gaussian,64,softplus,0.0,"('trivial', 0.9)",3,0.425862984381874
[3],0.001,gaussian,4,logistic,0.001,"('nesterov', 0.5)",3,0.4261401746569512
"[20, 20]",0.05,gaussian,123,logistic,0.001,"('trivial', 0.5)",3,0.4264366949595215
"[20, 20]",0.01,gaussian,123,logistic,0.001,"('trivial', 0.9)",3,0.4270301278562291
[5],0.001,gaussian,8,tanh,0.001,"('nesterov', 0.5)",3,0.4272020522116908
[5],0.001,gaussian,2,logistic,0.0,"('trivial', 0.0)",3,0.4279897651776417
[3],0.01,gaussian,123,tanh,0.0,"('trivial', 0.5)",3,0.4283566083179069
[3],0.01,gaussian,123,tanh,0.0,"('nesterov', 0.5)",3,0.4286560296938951
"[5, 5, 5]",0.2,gaussian,32,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.4287345272293188
"[20, 20]",0.001,gaussian,16,tanh,0.0,"('trivial', 0.0)",3,0.4294692297325071
[5],0.001,gaussian,64,tanh,0.001,"('nesterov', 0.9)",3,0.4296074386558537
"[5, 5]",0.001,gaussian,8,logistic,0.001,"('nesterov', 0.9)",3,0.4299062383832179
[10],0.001,gaussian,16,logistic,0.0,"('trivial', 0.9)",3,0.4302917025951194
[10],0.001,gaussian,123,tanh,0.001,"('nesterov', 0.9)",3,0.43035651691759
"[20, 20]",0.001,gaussian,123,tanh,0.0,"('nesterov', 0.9)",3,0.4303835044164789
"[20, 20]",0.001,gaussian,123,relu,0.001,"('trivial', 0.9)",3,0.4304170046158049
[10],0.001,gaussian,2,logistic,0.0,"('trivial', 0.0)",3,0.4304861989337157
"[20, 20]",0.001,gaussian,16,logistic,0.001,"('nesterov', 0.9)",3,0.4316089564345442
[3],0.001,gaussian,8,tanh,0.0,"('trivial', 0.0)",3,0.4317961159995456
[10],0.001,gaussian,16,relu,0.001,"('nesterov', 0.5)",3,0.4320258109855124
[10],0.001,gaussian,32,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.4321964002600739
"[5, 5, 5]",0.01,gaussian,123,tanh,0.001,"('trivial', 0.0)",3,0.4325127215307469
[10],0.001,gaussian,123,relu,0.001,"('nesterov', 0.9)",3,0.4326884092505687
"[100, 100]",0.01,gaussian,123,logistic,0.0,"('trivial', 0.9)",3,0.43286573777539344
[5],0.001,gaussian,64,relu,0.0,"('trivial', 0.9)",3,0.4337673483824143
"[5, 5]",0.01,gaussian,64,logistic,0.0,"('trivial', 0.9)",3,0.4338305652069756
"[5, 5]",0.001,gaussian,16,tanh,0.001,"('trivial', 0.5)",3,0.4339121768356188
[10],0.05,gaussian,64,logistic,0.0,"('trivial', 0.0)",3,0.4346445430488555
[3],0.05,gaussian,123,logistic,0.0,"('trivial', 0.5)",3,0.4346575589484245
[5],0.001,gaussian,4,logistic,0.0,"('trivial', 0.5)",3,0.43468246429529206
[5],0.001,gaussian,4,logistic,0.0,"('trivial', 0.5)",3,0.4346824642952921
"[5, 5]",0.01,gaussian,16,logistic,0.001,"('trivial', 0.5)",3,0.4348007761511757
"[20, 20]",0.001,gaussian,64,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.4350684528489612
[5],0.001,gaussian,16,logistic,0.001,"('nesterov', 0.9)",3,0.4356332394806349
[3],0.001,gaussian,4,logistic,0.0,"('trivial', 0.5)",3,0.4358405702950005
[20],0.001,gaussian,16,tanh,0.0,"('trivial', 0.5)",3,0.4367311512689138
"[5, 5]",0.001,gaussian,2,logistic,0.0,"('trivial', 0.5)",3,0.436871539319686
"[5, 5]",0.001,gaussian,2,logistic,0.0,"('trivial', 0.5)",3,0.4368715393196861
[10],0.001,gaussian,16,tanh,0.001,"('trivial', 0.0)",3,0.4371888124298209
[20],0.001,gaussian,32,tanh,0.0,"('trivial', 0.5)",3,0.437385157943764
[20],0.001,gaussian,16,tanh,0.0,"('nesterov', 0.5)",3,0.4381640587517783
"[20, 20]",0.05,gaussian,123,logistic,0.001,"('nesterov', 0.5)",3,0.4385530625612215
"[5, 5, 5]",0.001,gaussian,32,tanh,0.001,"('trivial', 0.5)",3,0.4386958523043605
[10],0.001,gaussian,32,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.4388097392902514
[10],0.001,gaussian,123,tanh,0.0,"('nesterov', 0.9)",3,0.4388403229323406
"[20, 20]",0.001,gaussian,123,tanh,0.001,"('trivial', 0.9)",3,0.4388709954853924
[3],0.001,gaussian,16,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.43918951746412827
[5],0.01,gaussian,32,logistic,0.001,"('trivial', 0.5)",3,0.4397654187879169
[20],0.01,gaussian,123,tanh,0.001,"('trivial', 0.0)",3,0.4399651800531005
[3],0.01,gaussian,123,logistic,0.0,"('nesterov', 0.9)",3,0.44002534171837454
[3],0.01,gaussian,64,logistic,0.0,"('trivial', 0.9)",3,0.44034150907605296
[3],0.01,gaussian,16,logistic,0.001,"('trivial', 0.0)",3,0.44046668976289743
[3],0.001,gaussian,64,tanh,0.0,"('nesterov', 0.9)",3,0.4405742598787825
[10],0.001,gaussian,16,tanh,0.0,"('trivial', 0.0)",3,0.4408371723899852
[20],0.01,gaussian,64,relu,0.0,"('trivial', 0.0)",3,0.4412157904606959
[10],0.01,gaussian,64,tanh,0.0,"('trivial', 0.0)",3,0.4416545162510415
[20],0.001,gaussian,64,tanh,0.0,"('trivial', 0.9)",3,0.4418812594086794
[10],0.01,gaussian,123,softplus,0.0,"('trivial', 0.5)",3,0.4423206650169866
"[20, 20]",0.01,gaussian,123,logistic,0.0,"('trivial', 0.9)",3,0.4425498568364361
[3],0.01,gaussian,123,logistic,0.001,"('trivial', 0.9)",3,0.4426243229155385
[3],0.001,gaussian,32,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.44265978592184857
"[5, 5]",0.001,gaussian,8,logistic,0.0,"('nesterov', 0.9)",3,0.4430229171271413
"[5, 5, 5]",0.001,gaussian,32,tanh,0.0,"('nesterov', 0.5)",3,0.443074757554305
[20],0.001,gaussian,64,tanh,0.001,"('trivial', 0.5)",3,0.44315886964217627
[10],0.001,gaussian,2,logistic,0.001,"('trivial', 0.0)",3,0.4432309762549276
"[5, 5, 5]",0.001,gaussian,32,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.4433283049081924
[10],0.01,gaussian,32,logistic,0.001,"('nesterov', 0.5)",3,0.4437251931747321
[5],0.001,gaussian,2,logistic,0.001,"('trivial', 0.0)",3,0.4439384884687129
[5],0.01,gaussian,123,logistic,0.001,"('nesterov', 0.9)",3,0.4440989789270081
[10],0.01,gaussian,123,tanh,0.001,"('trivial', 0.5)",3,0.4445075527841742
[20],0.001,gaussian,64,tanh,0.0,"('nesterov', 0.9)",3,0.4446374140220983
[10],0.001,gaussian,16,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.44471177008393176
[5],0.001,gaussian,4,logistic,0.001,"('trivial', 0.5)",3,0.4449520254508661
[10],0.01,gaussian,123,tanh,0.0,"('trivial', 0.0)",3,0.44510831943345536
"[5, 5]",0.01,gaussian,123,relu,0.001,"('trivial', 0.0)",3,0.4453768089214585
[150],0.001,gaussian,123,relu,0.0,"('nesterov', 0.9)",3,0.445544394387734
[3],0.001,gaussian,4,tanh,0.001,"('trivial', 0.0)",3,0.44580641172143504
"[5, 5]",0.001,gaussian,16,tanh,0.0,"('nesterov', 0.5)",3,0.4461876873993738
[3],0.001,gaussian,64,tanh,0.0,"('trivial', 0.9)",3,0.4464922668558516
[100],0.001,gaussian,32,relu,0.001,"('nesterov', 0.5)",3,0.4471238025010429
[20],0.01,gaussian,123,relu,0.0,"('nesterov', 0.5)",3,0.4472889667523283
[20],0.001,gaussian,123,tanh,0.0,"('nesterov', 0.9)",3,0.4475297839219512
[5],0.001,gaussian,64,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.4479837849082613
"[20, 20]",0.05,gaussian,123,logistic,0.0,"('trivial', 0.5)",3,0.44800330231290775
[100],0.01,gaussian,123,relu,0.0,"('trivial', 0.0)",3,0.4481503339503485
[10],0.001,gaussian,4,logistic,0.001,"('nesterov', 0.5)",3,0.4481727342947061
"[5, 5, 5]",0.001,gaussian,123,tanh,0.0,"('nesterov', 0.9)",3,0.4483660963167135
[3],0.01,gaussian,32,logistic,0.0,"('nesterov', 0.5)",3,0.44865352010281895
[5],0.001,gaussian,8,tanh,0.001,"('trivial', 0.5)",3,0.44889238787072056
"[5, 5]",0.001,gaussian,123,tanh,0.001,"('nesterov', 0.9)",3,0.4489402493373482
[5],0.01,gaussian,123,tanh,0.001,"('nesterov', 0.5)",3,0.4490751281245151
[3],0.01,gaussian,32,logistic,0.001,"('trivial', 0.5)",3,0.44925803141777504
"[5, 5]",0.8,gaussian,64,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.4493768337833465
"[5, 5]",0.8,gaussian,64,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.44937683378334653
"[20, 20]",0.001,gaussian,16,logistic,0.001,"('trivial', 0.9)",3,0.449751144043586
[3],0.001,gaussian,2,logistic,0.001,"('trivial', 0.0)",3,0.4500041747966062
[20],0.001,gaussian,16,relu,0.0,"('trivial', 0.0)",3,0.4506002776535265
[10],0.001,gaussian,8,relu,0.0,"('trivial', 0.0)",3,0.4507573134454808
[20],0.001,gaussian,8,tanh,0.001,"('trivial', 0.0)",3,0.4515539690846282
[5],0.001,gaussian,2,logistic,0.0,"('nesterov', 0.5)",3,0.4522230843724437
[20],0.001,gaussian,123,tanh,0.0,"('trivial', 0.9)",3,0.4527556872832334
"[5, 5, 5]",0.001,gaussian,64,tanh,0.001,"('nesterov', 0.9)",3,0.4527645300934073
[3],0.01,gaussian,8,logistic,0.0,"('trivial', 0.0)",3,0.4531115673045247
[5],0.001,gaussian,32,tanh,0.001,"('nesterov', 0.5)",3,0.4531657321655784
[150],0.001,gaussian,32,relu,0.0,"('nesterov', 0.5)",3,0.4534913839790626
[3],0.001,gaussian,4,tanh,0.0,"('trivial', 0.0)",3,0.4535758090197197
[3],0.01,gaussian,32,logistic,0.0,"('trivial', 0.5)",3,0.4536434123791516
[20],0.01,gaussian,123,relu,0.0,"('trivial', 0.0)",3,0.4539659789735357
[3],0.001,gaussian,16,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.4540801362361699
[3],0.001,gaussian,4,logistic,0.0,"('nesterov', 0.5)",3,0.4541893754912889
[20],0.001,gaussian,16,relu,0.0,"('nesterov', 0.5)",3,0.4547351488055023
"[5, 5]",0.001,gaussian,8,tanh,0.001,"('nesterov', 0.5)",3,0.4549271688081606
[20],0.001,gaussian,64,softplus,0.0,"('nesterov', 0.9)",3,0.4551671484018661
[150],0.01,gaussian,123,relu,0.001,"('trivial', 0.0)",3,0.4554836986763811
[150],0.001,gaussian,16,relu,0.001,"('nesterov', 0.5)",3,0.4554959341192311
[5],0.001,gaussian,16,relu,0.001,"('nesterov', 0.5)",3,0.4555668905919178
[5],0.001,gaussian,32,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.4556805707364569
[3],0.001,gaussian,1,logistic,0.0,"('trivial', 0.0)",3,0.456075223651528
[20],0.001,gaussian,32,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.4564472418914066
[150],0.001,gaussian,16,relu,0.001,"('trivial', 0.0)",3,0.4564752277578815
[100],0.001,gaussian,16,relu,0.001,"('trivial', 0.0)",3,0.4564928185613584
[10],0.001,gaussian,4,logistic,0.001,"('trivial', 0.5)",3,0.4565506312052372
"[20, 20]",0.001,gaussian,16,logistic,0.0,"('trivial', 0.9)",3,0.4565973802783882
"[5, 5, 5]",0.001,gaussian,8,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.4568046983086441
[3],0.001,gaussian,4,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.4569763678933637
"[100, 100]",0.001,gaussian,64,tanh,0.0,"('nesterov', 0.5)",3,0.4572577153244185
"[5, 5]",0.001,gaussian,8,logistic,0.0,"('trivial', 0.9)",3,0.4572711689725496
[5],0.001,gaussian,4,logistic,0.0,"('nesterov', 0.5)",3,0.45733803539942897
[5],0.001,gaussian,4,logistic,0.0,"('nesterov', 0.5)",3,0.457338035399429
[3],0.001,gaussian,16,logistic,0.001,"('trivial', 0.9)",3,0.4575777546742415
[5],0.001,gaussian,32,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.4576551244048917
[10],0.05,gaussian,123,logistic,0.001,"('trivial', 0.0)",3,0.4577373777266063
[150],0.001,gaussian,64,relu,0.0,"('nesterov', 0.9)",3,0.4578122869075633
[10],0.001,gaussian,123,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.4578230780443396
"[5, 5, 5]",0.001,gaussian,16,tanh,0.001,"('nesterov', 0.5)",3,0.4579428481062675
[3],0.001,gaussian,16,logistic,0.0,"('nesterov', 0.9)",3,0.4579952530004538
[10],0.01,gaussian,123,logistic,0.001,"('trivial', 0.9)",3,0.4580436198270712
"[20, 20]",0.01,gaussian,32,logistic,0.0,"('nesterov', 0.5)",3,0.4581830497637167
[3],0.001,gaussian,16,logistic,0.0,"('trivial', 0.9)",3,0.4582469834906714
[20],0.001,gaussian,64,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.4584194047159773
[20],0.001,gaussian,4,logistic,0.001,"('nesterov', 0.5)",3,0.4586134413998602
[3],0.01,gaussian,123,logistic,0.0,"('trivial', 0.9)",3,0.4587248124623017
[3],0.001,gaussian,16,softplus,0.001,"('trivial', 0.5)",3,0.4589928544310345
[150],0.001,gaussian,123,relu,0.001,"('trivial', 0.9)",3,0.459004385197127
[5],0.01,gaussian,64,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.4591007799104753
[3],0.001,gaussian,16,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.4592151177454422
"[5, 5]",0.001,gaussian,16,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.4593774891922786
[3],0.001,gaussian,8,logistic,0.001,"('nesterov', 0.9)",3,0.4595697693582648
[100],0.001,gaussian,8,relu,0.0,"('trivial', 0.0)",3,0.45965896746828494
[100],0.001,gaussian,8,relu,0.0,"('trivial', 0.0)",3,0.459658967468285
"[5, 5, 5]",0.001,gaussian,123,tanh,0.0,"('trivial', 0.9)",3,0.4600337130289047
[10],0.001,gaussian,16,logistic,0.001,"('nesterov', 0.9)",3,0.4602854266689627
[5],0.001,gaussian,32,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.4603701036656129
[3],0.01,gaussian,64,softplus,0.0,"('trivial', 0.0)",3,0.4603707564774811
[3],0.001,gaussian,64,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.46102829303461895
