l_rate,num_hidden_neurons,weights_distr,batch_size,act_f,lambda,optimizer,k,score
0.0001,"[20, 20]",uniform,1,logistic,0.0,"('trivial', 0.5)",8,2.034458208635396
0.0001,"[20, 20]",uniform,8,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.035113744529644
0.001,"[150, 150]",gaussian,8,logistic,0.0,"('trivial', 0.0)",5,2.03522948217768
0.001,"[100, 100]",gaussian,2,relu,0.01,"('trivial', 0.0)",8,2.035241415156892
0.01,"[100, 100]",gaussian,8,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.0352524809163817
0.0001,"[20, 20]",gaussian,8,tanh,0.01,"('trivial', 0.5)",8,2.0359923483029814
0.001,"[100, 100]",gaussian,8,softplus,0.001,"('trivial', 0.0)",8,2.036402389899024
0.0001,[100],uniform,1,tanh,0.01,"('trivial', 0.5)",8,2.036405020801573
0.001,"[100, 100]",gaussian,124,softplus,0.0001,"('nesterov', 0.9)",5,2.03642421076238
0.01,[100],uniform,124,logistic,0.0,"('nesterov', 0.5)",8,2.0368259185672164
0.0005,"[100, 100]",gaussian,1,tanh,0.0001,"('trivial', 0.5)",5,2.036909207447606
0.001,"[20, 20]",uniform,4,logistic,0.001,"('trivial', 0.5)",8,2.0370538654360253
0.001,[100],gaussian,124,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.037655984770141
0.001,"[20, 20]",gaussian,4,logistic,0.001,"('trivial', 0.0)",8,2.037659759454144
0.001,"[150, 150]",gaussian,4,softplus,0.0001,"('trivial', 0.0)",5,2.0377177769177783
0.001,"[100, 100]",gaussian,8,relu,0.0,"('nesterov', 0.9)",8,2.0377734647349515
0.001,"[20, 20]",uniform,8,relu,0.0,"('trivial', 0.0)",8,2.0377812688115413
0.001,[100],gaussian,32,relu,0.001,"('nesterov', 0.9)",8,2.0378079905189397
0.001,"[100, 100]",uniform,8,softplus,0.001,"('trivial', 0.0)",8,2.038135948388004
0.0001,"[100, 100]",gaussian,1,relu,0.0,"('nesterov', 0.9)",8,2.038213285083938
0.001,"[100, 100]",gaussian,1,tanh,0.0,"('nesterov', 0.5)",5,2.038352235416781
0.01,"[100, 100]",gaussian,1,logistic,0.0,"('trivial', 0.0)",8,2.0383596089502465
0.001,[100],gaussian,4,tanh,0.01,"('trivial', 0.0)",8,2.0385053841651843
0.001,[100],gaussian,32,relu,0.0,"('trivial', 0.5)",8,2.038574196510795
0.0001,[100],uniform,2,tanh,0.01,"('nesterov', 0.5)",8,2.0386252946356143
0.001,"[20, 20]",uniform,8,logistic,0.001,"('trivial', 0.9)",8,2.038771383729654
0.001,"[100, 100]",gaussian,8,logistic,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,2.0387973827314307
0.005,"[100, 100]",gaussian,4,logistic,0.0001,"('nesterov', 0.5)",5,2.039027180032575
0.001,[100],uniform,32,tanh,0.001,"('trivial', 0.9)",8,2.0390849362202865
0.0005,"[100, 100]",gaussian,8,tanh,0.0001,"('trivial', 0.9)",5,2.0390907976935653
0.0001,[100],uniform,2,tanh,0.01,"('nesterov', 0.9)",8,2.039269209084218
0.01,"[20, 20]",gaussian,124,logistic,0.0,"('nesterov', 0.5)",8,2.039286217669307
0.001,[100],gaussian,2,logistic,0.0,"('nesterov', 0.5)",8,2.039302676437095
0.0001,[100],uniform,4,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.039400777823213
0.0001,"[20, 20]",gaussian,4,tanh,0.0,"('trivial', 0.0)",8,2.039458054449024
0.0001,"[100, 100]",uniform,1,softplus,0.0,"('trivial', 0.0)",8,2.0394789986537667
0.001,"[20, 20]",uniform,1,logistic,0.001,"('nesterov', 0.5)",8,2.0395553408852485
0.01,"[20, 20]",gaussian,8,logistic,0.0,"('trivial', 0.5)",8,2.0396310398260242
0.001,"[200, 200]",gaussian,1,tanh,0.0,"('nesterov', 0.5)",5,2.0396953952829247
0.0001,"[20, 20]",gaussian,1,relu,0.01,"('nesterov', 0.5)",8,2.040054192521454
0.001,"[20, 20]",uniform,32,tanh,0.01,"('trivial', 0.0)",8,2.040143704029294
0.001,"[20, 20]",uniform,124,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.040227495717684
0.0001,[100],gaussian,2,relu,0.01,"('trivial', 0.5)",8,2.0402709520354008
0.001,"[150, 150]",gaussian,4,softplus,0.0001,"('trivial', 0.5)",5,2.0404668851781222
0.001,"[20, 20]",gaussian,8,tanh,0.0,"('nesterov', 0.5)",8,2.0404783652222647
0.0001,"[100, 100]",gaussian,124,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.041146177915153
0.0001,"[20, 20]",gaussian,4,logistic,0.0,"('trivial', 0.9)",8,2.0412671452481064
0.0005,"[100, 100]",gaussian,4,tanh,0.0,"('trivial', 0.5)",5,2.0417466782091247
0.001,"[150, 150]",gaussian,124,softplus,0.0,"('trivial', 0.9)",5,2.0420917111904933
0.0001,[100],gaussian,4,relu,0.0,"('nesterov', 0.5)",8,2.0421008603290325
0.0001,"[20, 20]",gaussian,2,logistic,0.0,"('nesterov', 0.5)",8,2.042839997642293
0.001,[100],uniform,124,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.042995434558184
0.001,"[20, 20]",uniform,2,tanh,0.01,"('trivial', 0.5)",8,2.043139019058936
0.001,[100],gaussian,2,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.043268191716938
0.0001,[100],gaussian,4,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.0432761652044724
0.001,"[20, 20]",gaussian,2,logistic,0.001,"('nesterov', 0.9)",8,2.043432011889004
0.001,"[20, 20]",uniform,124,tanh,0.001,"('nesterov', 0.5)",8,2.0436675604364583
0.001,"[100, 100]",gaussian,4,tanh,0.0,"('trivial', 0.9)",8,2.043694948066432
0.001,"[20, 20]",uniform,124,tanh,0.0,"('trivial', 0.5)",8,2.0437090734507004
0.001,[20],gaussian,4,logistic,0.0,"('trivial', 0.5)",8,2.043793499861119
0.01,"[20, 20]",uniform,32,logistic,0.0,"('trivial', 0.5)",8,2.0439323407329537
0.01,"[100, 100]",uniform,8,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.044130468777161
0.0001,[100],gaussian,1,tanh,0.0,"('trivial', 0.5)",8,2.044194036172616
0.0001,"[20, 20]",uniform,2,logistic,0.0,"('trivial', 0.5)",8,2.044294736776052
0.01,"[100, 100]",uniform,4,logistic,0.0,"('nesterov', 0.9)",8,2.0443691459065887
0.001,"[20, 20]",uniform,124,tanh,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.044387377544075
0.001,[100],gaussian,32,relu,0.01,"('nesterov', 0.9)",8,2.0444956106690646
0.001,"[100, 100]",uniform,4,relu,0.0,"('trivial', 0.9)",8,2.0445505269299646
0.001,"[20, 20]",uniform,124,relu,0.001,"('trivial', 0.9)",8,2.044566408505421
0.001,"[100, 100]",gaussian,32,relu,0.001,"('trivial', 0.9)",8,2.044981303626828
0.0001,"[20, 20]",uniform,2,relu,0.0,"('nesterov', 0.5)",8,2.0450339602104486
0.001,"[100, 100]",uniform,124,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.0451513286290948
0.0001,"[20, 20]",gaussian,2,logistic,0.0,"('nesterov', 0.9)",8,2.0452930131164444
0.0001,[100],gaussian,1,logistic,0.0,"('nesterov', 0.9)",8,2.045875582864608
0.001,"[100, 100]",uniform,4,softplus,0.001,"('trivial', 0.5)",8,2.04595284240662
0.005,"[100, 100]",gaussian,512,logistic,0.0001,"('trivial', 0.9)",5,2.046225854227525
0.001,"[20, 20]",uniform,32,logistic,0.001,"('nesterov', 0.9)",8,2.046492766666372
0.01,"[100, 100]",uniform,1,logistic,0.0,"('trivial', 0.5)",8,2.046518265399704
0.01,"[100, 100]",gaussian,8,logistic,0.0,"('nesterov', 0.9)",8,2.046952091454588
0.005,"[150, 150]",gaussian,8,tanh,0.0001,"('trivial', 0.5)",5,2.0470113757520134
0.005,"[150, 150]",gaussian,8,tanh,0.0001,"('nesterov', 0.5)",5,2.0473045579673395
0.001,"[20, 20]",gaussian,32,tanh,0.0,"('nesterov', 0.9)",8,2.047341334497541
0.001,"[100, 100]",uniform,124,softplus,0.0,"('nesterov', 0.9)",8,2.0474886139509643
0.001,"[100, 100]",gaussian,8,relu,0.0,"('trivial', 0.5)",8,2.047668314182493
0.001,"[20, 20]",gaussian,32,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.047703305294405
0.0001,"[20, 20]",uniform,2,relu,0.01,"('nesterov', 0.5)",8,2.0477515595021165
0.0001,[100],gaussian,2,tanh,0.01,"('trivial', 0.9)",8,2.0477707950125588
0.0001,[100],uniform,2,tanh,0.01,"('trivial', 0.5)",8,2.0478213325563
0.0001,[100],gaussian,8,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.0478239695429203
0.0005,"[200, 200]",gaussian,124,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",5,2.0480008987203906
0.0001,"[100, 100]",uniform,4,tanh,0.0,"('nesterov', 0.9)",8,2.048036527782028
0.001,"[20, 20]",uniform,8,relu,0.001,"('trivial', 0.0)",8,2.04805472465535
0.005,"[200, 200]",gaussian,124,relu,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,2.048092673800865
0.0005,"[200, 200]",gaussian,4,softplus,0.0001,"('trivial', 0.0)",5,2.048147342515791
0.001,[100],uniform,8,tanh,0.01,"('nesterov', 0.5)",8,2.0482886970887355
0.001,[100],uniform,1,logistic,0.001,"('trivial', 0.5)",8,2.0483703724188502
0.0001,"[100, 100]",uniform,2,logistic,0.0,"('trivial', 0.5)",8,2.0484397156570537
0.0005,"[150, 150]",gaussian,8,logistic,0.0,"('nesterov', 0.5)",5,2.0485130081734995
0.005,"[100, 100]",gaussian,124,relu,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,2.0485298994936048
0.0005,"[100, 100]",gaussian,512,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",5,2.0485325824971317
0.001,"[100, 100]",uniform,4,tanh,0.0,"('nesterov', 0.9)",8,2.048536717377355
0.001,[100],uniform,32,tanh,0.01,"('trivial', 0.9)",8,2.0485377245811254
0.001,"[100, 100]",gaussian,124,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.048706193094392
0.0001,"[20, 20]",gaussian,1,softplus,0.0,"('nesterov', 0.5)",8,2.048803940205981
0.001,"[20, 20]",uniform,32,relu,0.0,"('trivial', 0.5)",8,2.0488684395849424
0.0001,"[20, 20]",uniform,1,relu,0.0,"('nesterov', 0.5)",8,2.0491415518329967
0.01,"[20, 20]",uniform,124,logistic,0.0,"('trivial', 0.5)",8,2.049403641523722
0.0001,[100],uniform,2,relu,0.01,"('nesterov', 0.5)",8,2.0494941298066345
0.0001,[100],uniform,8,tanh,0.01,"('trivial', 0.9)",8,2.0495155100701083
0.0001,[100],uniform,4,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.049637055322469
0.001,"[100, 100]",uniform,1,logistic,0.001,"('trivial', 0.9)",8,2.0498915046579724
0.0001,"[20, 20]",gaussian,2,logistic,0.0,"('trivial', 0.9)",8,2.05000270722422
0.0005,"[150, 150]",gaussian,8,logistic,0.0001,"('nesterov', 0.5)",5,2.050066008954567
0.001,"[20, 20]",uniform,2,tanh,0.01,"('nesterov', 0.5)",8,2.050227852550634
0.0001,[100],uniform,4,relu,0.0,"('nesterov', 0.5)",8,2.0502935139410736
0.001,"[20, 20]",gaussian,8,logistic,0.0,"('trivial', 0.0)",8,2.0504554145944183
0.0005,"[150, 150]",gaussian,8,logistic,0.0,"('trivial', 0.5)",5,2.0504873197143008
0.0005,"[200, 200]",gaussian,4,tanh,0.0001,"('trivial', 0.5)",5,2.0506756535743063
0.01,"[20, 20]",gaussian,124,logistic,0.0,"('trivial', 0.0)",8,2.0510183370968376
0.001,[100],gaussian,124,tanh,0.01,"('nesterov', 0.9)",8,2.051030762743822
0.0001,[100],gaussian,1,relu,0.01,"('trivial', 0.5)",8,2.0513135822137882
0.001,[100],uniform,124,tanh,0.01,"('nesterov', 0.9)",8,2.051330588251404
0.001,"[100, 100]",uniform,124,relu,0.0,"('trivial', 0.0)",8,2.0516698636774384
0.0005,"[150, 150]",gaussian,1,logistic,0.0,"('trivial', 0.9)",5,2.051688147354928
0.0001,"[100, 100]",gaussian,1,tanh,0.0,"('nesterov', 0.9)",8,2.0516900192978498
0.005,"[150, 150]",gaussian,1,logistic,0.0,"('trivial', 0.5)",5,2.0517678493692566
0.0001,[100],gaussian,4,relu,0.0,"('nesterov', 0.9)",8,2.051793935371613
0.005,"[100, 100]",gaussian,4,logistic,0.0001,"('trivial', 0.9)",5,2.0522119481881043
0.0001,[100],gaussian,1,tanh,0.01,"('trivial', 0.5)",8,2.0526794903789307
0.001,[100],uniform,8,tanh,0.001,"('nesterov', 0.5)",8,2.05279260996344
0.01,[100],uniform,124,logistic,0.0,"('trivial', 0.5)",8,2.0528339869576406
0.005,"[100, 100]",gaussian,4,logistic,0.0001,"('nesterov', 0.9)",5,2.052843830348276
0.001,[100],uniform,8,relu,0.0,"('trivial', 0.5)",8,2.052845989650888
0.0001,"[20, 20]",uniform,4,tanh,0.0,"('trivial', 0.9)",8,2.0529521678506013
0.001,"[20, 20]",gaussian,124,tanh,0.0,"('nesterov', 0.5)",8,2.053016575927867
0.001,"[100, 100]",gaussian,4,tanh,0.0001,"('trivial', 0.5)",5,2.053134030708739
0.0005,"[150, 150]",gaussian,4,tanh,0.0001,"('nesterov', 0.9)",5,2.0533048600448205
0.0001,[100],uniform,8,relu,0.01,"('trivial', 0.9)",8,2.053314448647792
0.0001,"[20, 20]",gaussian,8,tanh,0.0,"('nesterov', 0.5)",8,2.0534998887004923
0.0001,"[100, 100]",gaussian,2,softplus,0.0,"('trivial', 0.5)",8,2.0535371140203216
0.001,[100],uniform,8,relu,0.01,"('nesterov', 0.5)",8,2.0535413811569425
0.001,[100],uniform,4,tanh,0.001,"('trivial', 0.5)",8,2.05388482799685
0.001,"[20, 20]",gaussian,2,logistic,0.0,"('nesterov', 0.5)",8,2.053918089300633
0.0001,[100],uniform,1,tanh,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.054046297486935
0.001,[100],gaussian,32,tanh,0.01,"('trivial', 0.9)",8,2.0540635315480404
0.0001,[100],uniform,8,tanh,0.01,"('nesterov', 0.9)",8,2.0544429895088583
0.001,[100],gaussian,8,tanh,0.01,"('trivial', 0.0)",8,2.0545029766721616
0.001,"[150, 150]",gaussian,8,logistic,0.0001,"('trivial', 0.0)",5,2.0546743486582817
0.0001,"[20, 20]",gaussian,8,softplus,0.0,"('nesterov', 0.9)",8,2.054717408755735
0.005,"[100, 100]",gaussian,512,logistic,0.0,"('nesterov', 0.9)",5,2.0548796341100144
0.001,"[20, 20]",uniform,4,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.054891931311169
0.001,"[20, 20]",uniform,4,logistic,0.0,"('trivial', 0.5)",8,2.0549048501529
0.005,"[150, 150]",gaussian,124,softplus,0.0001,"('nesterov', 0.9)",5,2.0549368787404303
0.001,[100],gaussian,32,relu,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.055002715384953
0.0005,"[100, 100]",gaussian,124,relu,0.0,"('nesterov', 0.5)",5,2.0550224975368296
0.001,"[100, 100]",uniform,1,logistic,0.001,"('nesterov', 0.9)",8,2.0550998615129297
0.001,"[20, 20]",uniform,124,relu,0.0,"('trivial', 0.9)",8,2.055505917442443
0.001,"[20, 20]",uniform,8,relu,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.0555754118092766
0.0001,"[20, 20]",gaussian,4,tanh,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.0558978587031964
0.001,"[150, 150]",gaussian,4,tanh,0.0,"('trivial', 0.0)",5,2.0559626240765168
0.001,"[150, 150]",gaussian,1,logistic,0.0,"('trivial', 0.9)",5,2.055974193501544
0.0001,"[20, 20]",gaussian,2,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.056189403644938
0.01,"[20, 20]",gaussian,124,logistic,0.0,"('trivial', 0.5)",8,2.0561910625089954
0.001,"[20, 20]",uniform,4,logistic,0.0,"('trivial', 0.0)",8,2.05619953226152
0.001,[100],uniform,8,tanh,0.01,"('trivial', 0.0)",8,2.056262782674797
0.0001,[100],gaussian,4,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.0563330824033517
0.0001,"[20, 20]",uniform,1,relu,0.01,"('trivial', 0.0)",8,2.0563579597617747
0.01,"[100, 100]",uniform,124,softplus,0.0,"('trivial', 0.5)",8,2.056476280486903
0.001,"[100, 100]",uniform,32,softplus,0.0,"('trivial', 0.9)",8,2.0566136296887594
0.0001,[100],gaussian,2,tanh,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.0570717232721507
0.01,"[100, 100]",gaussian,4,tanh,0.0,"('trivial', 0.0)",8,2.057367309014384
0.0001,"[100, 100]",gaussian,2,logistic,0.0,"('nesterov', 0.5)",8,2.0578464593011114
0.01,"[20, 20]",gaussian,32,logistic,0.0,"('trivial', 0.0)",8,2.0578543488840526
0.001,[100],uniform,1,logistic,0.0,"('trivial', 0.0)",8,2.058155239266965
0.001,"[100, 100]",gaussian,4,tanh,0.0001,"('nesterov', 0.5)",5,2.058383460824644
0.0001,"[20, 20]",uniform,1,relu,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.058569719036348
0.001,"[20, 20]",uniform,2,logistic,0.0,"('trivial', 0.0)",8,2.058733304073848
0.001,"[100, 100]",gaussian,2,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.058794610623039
0.001,"[20, 20]",gaussian,8,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.0589285566893367
0.0005,"[150, 150]",gaussian,8,logistic,0.0001,"('trivial', 0.5)",5,2.0590596223933066
0.0001,"[20, 20]",gaussian,1,logistic,0.0,"('nesterov', 0.9)",8,2.059174164076077
0.0001,[100],uniform,2,tanh,0.01,"('trivial', 0.9)",8,2.059212036424648
0.001,"[100, 100]",gaussian,32,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.0592168628662466
0.0001,"[100, 100]",gaussian,2,logistic,0.0,"('trivial', 0.5)",8,2.0595515166321894
0.001,[100],gaussian,8,relu,0.01,"('trivial', 0.0)",8,2.0596517638016403
0.001,"[20, 20]",gaussian,8,softplus,0.001,"('trivial', 0.5)",8,2.059660301094113
0.0001,[100],gaussian,1,logistic,0.0,"('trivial', 0.9)",8,2.059672797770697
0.001,"[20, 20]",gaussian,124,logistic,0.0,"('nesterov', 0.9)",8,2.059702008927472
0.0001,[100],gaussian,4,tanh,0.0,"('trivial', 0.9)",8,2.05972533407602
0.001,"[20, 20]",gaussian,8,logistic,0.001,"('trivial', 0.0)",8,2.0597844515393517
0.001,"[100, 100]",gaussian,8,softplus,0.0,"('nesterov', 0.5)",8,2.0598214153879644
0.001,"[20, 20]",gaussian,32,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.0600222571538294
0.001,"[20, 20]",gaussian,124,logistic,0.001,"('trivial', 0.9)",8,2.060055993985565
0.01,"[20, 20]",uniform,4,logistic,0.0,"('trivial', 0.0)",8,2.060451331114662
0.001,"[20, 20]",uniform,4,softplus,0.001,"('trivial', 0.0)",8,2.060517753411445
0.001,"[20, 20]",gaussian,8,logistic,0.0,"('nesterov', 0.5)",8,2.06052050337557
0.0005,"[150, 150]",gaussian,4,logistic,0.0001,"('trivial', 0.0)",5,2.0606109693693995
0.001,[100],uniform,4,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.0606547812782465
0.0001,[100],gaussian,8,tanh,0.01,"('nesterov', 0.9)",8,2.0607732034604656
0.01,"[100, 100]",gaussian,4,logistic,0.0,"('nesterov', 0.5)",8,2.060929662816703
0.001,[100],uniform,4,relu,0.01,"('trivial', 0.0)",8,2.0609569353539325
0.001,"[20, 20]",gaussian,8,logistic,0.001,"('nesterov', 0.9)",8,2.0613271818417203
0.0005,"[100, 100]",gaussian,1,tanh,0.0001,"('nesterov', 0.5)",5,2.0613577238019394
0.001,[100],uniform,8,relu,0.01,"('trivial', 0.0)",8,2.0614578561307577
0.005,"[150, 150]",gaussian,4,logistic,0.0,"('nesterov', 0.5)",5,2.06153607236516
0.0001,[100],gaussian,1,relu,0.01,"('nesterov', 0.5)",8,2.0616640033665417
0.001,"[20, 20]",uniform,32,logistic,0.001,"('trivial', 0.9)",8,2.0619459699271787
0.0001,"[100, 100]",uniform,2,relu,0.0,"('trivial', 0.9)",8,2.062043528781559
0.001,"[20, 20]",uniform,4,tanh,0.001,"('trivial', 0.0)",8,2.062159567258799
0.0001,"[100, 100]",uniform,4,tanh,0.0,"('trivial', 0.9)",8,2.0622207102226264
0.001,"[100, 100]",gaussian,4,softplus,0.001,"('nesterov', 0.5)",8,2.06223079691562
0.005,"[100, 100]",gaussian,1,logistic,0.0001,"('nesterov', 0.5)",5,2.0624689191068866
0.001,[100],uniform,2,tanh,0.01,"('trivial', 0.0)",8,2.0625212136013693
0.001,"[20, 20]",gaussian,1,tanh,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.062547325551643
0.001,"[100, 100]",uniform,2,relu,0.001,"('trivial', 0.0)",8,2.0628167437558527
0.0001,[100],uniform,1,logistic,0.0,"('nesterov', 0.9)",8,2.062906186107912
0.001,[100],uniform,8,logistic,0.001,"('trivial', 0.9)",8,2.0629807585020847
0.005,"[100, 100]",gaussian,4,tanh,0.0,"('nesterov', 0.5)",5,2.0630450337278545
0.01,"[100, 100]",gaussian,1,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.063219465616499
0.001,"[200, 200]",gaussian,8,logistic,0.0001,"('trivial', 0.0)",5,2.063374918091069
0.0005,"[100, 100]",gaussian,512,tanh,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,2.06350193949733
0.001,[100],uniform,8,tanh,0.0,"('nesterov', 0.5)",8,2.0635096303024456
0.0001,"[20, 20]",gaussian,1,logistic,0.0,"('trivial', 0.0)",8,2.063652354762304
0.01,"[100, 100]",gaussian,8,logistic,0.0,"('trivial', 0.5)",8,2.0637373897721623
0.005,"[100, 100]",gaussian,1772,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",5,2.0641558008893126
0.005,"[200, 200]",gaussian,4,logistic,0.0001,"('trivial', 0.9)",5,2.0641699070013173
0.001,[100],uniform,32,tanh,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.0642394556727366
0.001,"[20, 20]",gaussian,1,logistic,0.0,"('nesterov', 0.5)",8,2.0642484920122257
0.0001,[100],uniform,8,relu,0.01,"('nesterov', 0.9)",8,2.0642498873386588
0.0001,[100],uniform,1,relu,0.01,"('nesterov', 0.5)",8,2.0643543200909606
0.001,"[100, 100]",uniform,1,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.064381073844439
0.001,"[20, 20]",uniform,8,logistic,0.0,"('trivial', 0.0)",8,2.064412068827268
0.001,[100],uniform,32,relu,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.0645074139182484
0.005,"[100, 100]",gaussian,512,logistic,0.0001,"('nesterov', 0.9)",5,2.0648216941926547
0.0001,[100],gaussian,1,tanh,0.01,"('trivial', 0.0)",8,2.0648567340172628
0.0001,"[20, 20]",uniform,8,tanh,0.0,"('trivial', 0.0)",8,2.0652013941330383
0.001,"[200, 200]",gaussian,124,softplus,0.0001,"('trivial', 0.9)",5,2.065315649837072
0.001,"[100, 100]",uniform,8,tanh,0.001,"('nesterov', 0.9)",8,2.0653745501031207
0.001,"[100, 100]",gaussian,1,tanh,0.001,"('nesterov', 0.5)",8,2.065900342595308
0.001,"[20, 20]",gaussian,8,softplus,0.0,"('trivial', 0.5)",8,2.0659390142945258
0.001,"[100, 100]",gaussian,1,relu,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.0659834431078075
0.0005,"[150, 150]",gaussian,8,tanh,0.0001,"('trivial', 0.9)",5,2.066385485267272
0.0005,"[200, 200]",gaussian,124,softplus,0.0001,"('adam', 0.9, 0.999, 1e-08)",5,2.0664231413146656
0.0001,"[20, 20]",gaussian,4,relu,0.0,"('trivial', 0.5)",8,2.066448685081664
0.001,"[20, 20]",uniform,32,logistic,0.0,"('trivial', 0.5)",8,2.066509868350111
0.0001,"[100, 100]",uniform,124,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.066514514942794
0.001,"[100, 100]",gaussian,124,softplus,0.0,"('nesterov', 0.9)",8,2.0665274539477223
0.005,"[200, 200]",gaussian,124,softplus,0.0,"('nesterov', 0.9)",5,2.0666126544483685
0.001,[100],gaussian,124,tanh,0.01,"('trivial', 0.9)",8,2.0666450479769893
0.0001,[100],uniform,2,tanh,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.06710219714096
0.001,[100],gaussian,124,tanh,0.01,"('adam', 0.9, 0.999, 1e-08)",8,2.067144287876201
0.0001,"[100, 100]",uniform,1,logistic,0.0,"('trivial', 0.0)",8,2.0671826664600546
0.001,"[20, 20]",gaussian,8,logistic,0.001,"('trivial', 0.5)",8,2.0674510011993994
0.0001,"[20, 20]",gaussian,8,relu,0.0,"('trivial', 0.9)",8,2.067508901481049
0.01,[100],uniform,8,logistic,0.0,"('trivial', 0.0)",8,2.067563082490665
0.001,"[100, 100]",gaussian,2,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",8,2.067588578462412
0.01,"[100, 100]",gaussian,124,softplus,0.0,"('trivial', 0.5)",8,2.0675945775454343
0.001,[100],gaussian,32,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.0680591090591083
0.001,"[20, 20]",uniform,2,logistic,0.001,"('trivial', 0.5)",8,2.0682614787917317
0.001,"[100, 100]",uniform,124,softplus,0.0,"('trivial', 0.9)",8,2.068268716113017
0.0001,[100],uniform,4,tanh,0.01,"('nesterov', 0.9)",8,2.0688087552832077
0.0001,[100],gaussian,1,relu,0.01,"('trivial', 0.0)",8,2.0688318646159063
0.0001,"[100, 100]",uniform,124,relu,0.0,"('nesterov', 0.9)",8,2.069119029386365
0.001,"[200, 200]",gaussian,4,tanh,0.0,"('trivial', 0.0)",5,2.0691464029843827
0.01,"[20, 20]",gaussian,32,logistic,0.0,"('nesterov', 0.5)",8,2.0691941398768163
0.0001,"[100, 100]",gaussian,8,softplus,0.0,"('trivial', 0.9)",8,2.069275860595195
0.0001,[100],gaussian,2,tanh,0.01,"('trivial', 0.5)",8,2.0695242560399016
0.0001,"[20, 20]",gaussian,4,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",8,2.06965773927273
0.005,"[100, 100]",gaussian,512,logistic,0.0,"('trivial', 0.9)",5,2.069686684560229
