num_hidden_neurons,l_rate,weights_distr,batch_size,act_f,lambda,optimizer,k,score
"[5, 5, 5]",0.1,gaussian,32,logistic,0.0,"('trivial', 0.0)",3,0.6811263672849129
"[5, 5]",0.1,gaussian,124,logistic,0.001,"('trivial', 0.5)",3,0.6813644041399639
"[5, 5, 5]",0.01,gaussian,8,logistic,0.001,"('trivial', 0.5)",3,0.6819480406413551
"[5, 5, 5]",0.01,gaussian,32,logistic,0.0,"('trivial', 0.9)",3,0.6822201439057776
"[200, 200]",0.05,gaussian,8,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6830394847215452
"[5, 5, 5]",0.001,gaussian,64,tanh,0.001,"('trivial', 0.5)",3,0.6831414645556547
[20],0.001,gaussian,64,relu,0.0,"('trivial', 0.0)",3,0.6834546987688778
"[200, 200]",0.05,gaussian,64,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6836676611260072
"[5, 5, 5]",0.01,gaussian,4,logistic,0.001,"('trivial', 0.0)",3,0.6839868931575834
"[100, 100]",0.2,gaussian,124,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.683989685045279
"[5, 5, 5]",0.001,gaussian,4,logistic,0.001,"('nesterov', 0.9)",3,0.6840308294792118
"[5, 5, 5]",0.001,gaussian,124,logistic,0.001,"('trivial', 0.0)",3,0.6845644787693734
[5],0.001,gaussian,32,tanh,0.001,"('trivial', 0.5)",3,0.6846062698495935
[20],0.6,gaussian,124,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6846679114889912
"[20, 20]",0.001,gaussian,124,tanh,0.001,"('trivial', 0.5)",3,0.6847122771728579
"[5, 5, 5]",0.001,gaussian,8,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.685745188875289
"[5, 5, 5]",0.001,gaussian,64,tanh,0.0,"('nesterov', 0.5)",3,0.6860515985949284
"[5, 5]",0.001,gaussian,64,tanh,0.001,"('trivial', 0.5)",3,0.6862072912183844
"[5, 5, 5]",0.1,gaussian,64,logistic,0.001,"('nesterov', 0.5)",3,0.6864825931616584
[20],0.001,gaussian,124,logistic,0.0,"('trivial', 0.5)",3,0.6866046505338441
"[20, 20]",0.01,gaussian,124,logistic,0.0,"('trivial', 0.9)",3,0.6866251532906249
"[5, 5, 5]",0.01,gaussian,32,logistic,0.001,"('nesterov', 0.9)",3,0.6867440594695852
[10],0.001,gaussian,124,tanh,0.001,"('nesterov', 0.5)",3,0.6867556592541172
"[5, 5, 5]",0.01,gaussian,4,logistic,0.0,"('trivial', 0.0)",3,0.6868562105194497
"[5, 5]",0.001,gaussian,64,tanh,0.0,"('trivial', 0.5)",3,0.6869118858768036
[5],0.001,gaussian,64,relu,0.0,"('trivial', 0.9)",3,0.6871888052417163
"[5, 5]",0.001,gaussian,64,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.687251191747063
"[5, 5]",0.001,gaussian,124,tanh,0.0,"('trivial', 0.5)",3,0.6874437033683537
"[5, 5, 5]",0.001,gaussian,64,tanh,0.0,"('trivial', 0.9)",3,0.6874462524840849
"[5, 5, 5]",0.01,gaussian,32,logistic,0.0,"('nesterov', 0.9)",3,0.6876090865678419
"[200, 200]",0.05,gaussian,32,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6876437473513932
[10],0.001,gaussian,124,relu,0.001,"('trivial', 0.5)",3,0.6876477787923757
[10],0.001,gaussian,64,logistic,0.001,"('trivial', 0.0)",3,0.6880128819759662
[3],0.01,gaussian,124,softplus,0.0,"('trivial', 0.5)",3,0.6881867394702844
"[5, 5, 5]",0.001,gaussian,64,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6887880290505457
[3],0.001,gaussian,16,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6894726401235389
[3],0.001,gaussian,64,tanh,0.001,"('trivial', 0.0)",3,0.6896999922247952
"[5, 5, 5]",0.001,gaussian,16,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6901858816884227
[5],0.001,gaussian,32,tanh,0.0,"('nesterov', 0.5)",3,0.6902023030683616
"[5, 5, 5]",0.1,gaussian,124,logistic,0.0,"('trivial', 0.5)",3,0.6905481889327855
"[100, 100]",0.001,gaussian,124,relu,0.001,"('trivial', 0.5)",3,0.6908115859054059
"[5, 5]",0.001,gaussian,124,relu,0.0,"('nesterov', 0.5)",3,0.6908205449192609
[3],0.8,gaussian,64,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6908620220072662
[3],0.01,gaussian,124,logistic,0.001,"('trivial', 0.0)",3,0.6909637151650836
"[5, 5, 5]",0.1,gaussian,64,logistic,0.001,"('trivial', 0.5)",3,0.6914944401630339
"[5, 5]",0.05,gaussian,64,logistic,0.0,"('trivial', 0.0)",3,0.6916379878472703
"[5, 5]",0.01,gaussian,124,relu,0.0,"('nesterov', 0.5)",3,0.6916493969608156
"[5, 5, 5]",0.001,gaussian,16,relu,0.0,"('trivial', 0.0)",3,0.6917117296384513
"[5, 5, 5]",0.01,gaussian,64,logistic,0.001,"('nesterov', 0.9)",3,0.6918394569968142
"[5, 5, 5]",0.01,gaussian,8,logistic,0.0,"('nesterov', 0.5)",3,0.6923300412854504
"[5, 5, 5]",0.001,gaussian,1,logistic,0.0,"('trivial', 0.5)",3,0.6923571280512814
"[5, 5, 5]",0.001,gaussian,32,tanh,0.0,"('nesterov', 0.5)",3,0.6924012818017061
[100],0.2,gaussian,1,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6925155660416342
[20],0.6,gaussian,64,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6927710437979292
[150],0.2,gaussian,124,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.69334421239821
[5],0.001,gaussian,64,logistic,0.0,"('nesterov', 0.5)",3,0.6937169421113255
[3],0.01,gaussian,124,tanh,0.0,"('trivial', 0.0)",3,0.6937456518156614
"[5, 5]",0.6,gaussian,32,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6939379764015571
"[20, 20]",0.6,gaussian,4,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6941584791125051
"[200, 200]",0.05,gaussian,124,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.694368840311477
[3],0.001,gaussian,32,logistic,0.0,"('trivial', 0.0)",3,0.6944003392714145
"[200, 200]",0.6,gaussian,8,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6945032309576046
"[5, 5, 5]",0.001,gaussian,124,logistic,0.0,"('trivial', 0.0)",3,0.6945558320325512
"[5, 5, 5]",0.1,gaussian,64,logistic,0.0,"('trivial', 0.0)",3,0.6946513877989351
"[200, 200]",0.05,gaussian,64,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6950857692260369
[3],0.001,gaussian,124,tanh,0.001,"('nesterov', 0.9)",3,0.695286225415181
[20],0.001,gaussian,124,tanh,0.001,"('nesterov', 0.5)",3,0.69528884000745
"[5, 5, 5]",0.001,gaussian,32,tanh,0.001,"('trivial', 0.5)",3,0.695361549828251
"[5, 5]",0.001,gaussian,124,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6954846701701208
[5],0.001,gaussian,124,relu,0.001,"('trivial', 0.9)",3,0.6954955735353736
[20],0.8,gaussian,124,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.695970803789189
"[5, 5, 5]",0.001,gaussian,64,logistic,0.001,"('trivial', 0.0)",3,0.6959902170553454
[5],0.8,gaussian,124,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6960341545002375
"[5, 5, 5]",0.001,gaussian,32,logistic,0.0,"('trivial', 0.0)",3,0.6962320368719584
[10],0.001,gaussian,64,logistic,0.0,"('trivial', 0.0)",3,0.6963122824043517
[5],0.001,gaussian,124,relu,0.001,"('nesterov', 0.5)",3,0.6969386819523414
[3],0.001,gaussian,124,relu,0.0,"('trivial', 0.0)",3,0.6970987316999747
[100],0.001,gaussian,124,tanh,0.0,"('nesterov', 0.5)",3,0.6971152225061424
[5],0.6,gaussian,16,relu,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6971184353780178
"[5, 5]",0.001,gaussian,64,tanh,0.0,"('nesterov', 0.9)",3,0.6973342509585428
"[5, 5, 5]",0.05,gaussian,64,logistic,0.001,"('trivial', 0.5)",3,0.6973344407919168
"[20, 20]",0.05,gaussian,124,logistic,0.0,"('nesterov', 0.5)",3,0.6976123958332111
"[20, 20]",0.001,gaussian,64,relu,0.001,"('nesterov', 0.5)",3,0.6979676799644349
[3],0.001,gaussian,64,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6980114500194161
"[5, 5, 5]",0.05,gaussian,124,logistic,0.001,"('nesterov', 0.9)",3,0.6980178145987384
"[5, 5, 5]",0.001,gaussian,64,softplus,0.001,"('trivial', 0.5)",3,0.6980477132695772
[3],0.2,gaussian,64,relu,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6984722822034852
"[200, 200]",0.05,gaussian,8,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.6986108695358985
"[5, 5]",0.001,gaussian,124,relu,0.001,"('trivial', 0.5)",3,0.6988013523642075
"[5, 5, 5]",0.001,gaussian,1,logistic,0.0,"('nesterov', 0.5)",3,0.6989395165247169
[20],0.001,gaussian,124,logistic,0.001,"('trivial', 0.0)",3,0.6989544353422138
[3],0.01,gaussian,64,relu,0.0,"('trivial', 0.0)",3,0.6992880878392277
"[5, 5, 5]",0.001,gaussian,124,relu,0.0,"('trivial', 0.5)",3,0.6995619340835278
"[5, 5, 5]",0.001,gaussian,124,relu,0.001,"('nesterov', 0.5)",3,0.6996523681652621
[5],0.001,gaussian,124,logistic,0.0,"('nesterov', 0.5)",3,0.699672642660217
[3],0.001,gaussian,124,logistic,0.0,"('trivial', 0.5)",3,0.6998387059952297
"[5, 5, 5]",0.001,gaussian,16,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.6999392424633125
"[5, 5, 5]",0.01,gaussian,64,relu,0.0,"('trivial', 0.9)",3,0.7000427099748229
"[5, 5]",0.001,gaussian,32,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.7001270769473823
"[5, 5, 5]",0.001,gaussian,124,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.7003634085536913
[3],0.001,gaussian,64,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.7004163273365723
"[5, 5]",0.001,gaussian,32,relu,0.001,"('trivial', 0.0)",3,0.7006124741700891
"[100, 100]",0.05,gaussian,124,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.7007467290852003
"[5, 5, 5]",0.001,gaussian,124,softplus,0.0,"('trivial', 0.0)",3,0.7007553359732315
[3],0.01,gaussian,124,relu,0.0,"('trivial', 0.0)",3,0.7008666415556783
[100],0.001,gaussian,124,relu,0.0,"('trivial', 0.0)",3,0.7009882568404792
"[5, 5, 5]",0.05,gaussian,64,logistic,0.0,"('trivial', 0.5)",3,0.7010908245612676
"[5, 5]",0.001,gaussian,124,logistic,0.0,"('trivial', 0.0)",3,0.7011716895102594
[10],0.001,gaussian,124,tanh,0.0,"('nesterov', 0.5)",3,0.7011821602523494
"[200, 200]",0.05,gaussian,32,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.7012681793094518
[3],0.001,gaussian,64,relu,0.0,"('nesterov', 0.9)",3,0.7013506405564108
"[5, 5, 5]",0.001,gaussian,8,logistic,0.001,"('trivial', 0.9)",3,0.7014630913865351
[150],0.001,gaussian,124,tanh,0.0,"('trivial', 0.0)",3,0.7015693612640167
[150],0.001,gaussian,124,relu,0.0,"('trivial', 0.5)",3,0.7018186108836181
"[200, 200]",0.05,gaussian,64,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.7018570133557849
[20],0.001,gaussian,64,softplus,0.0,"('trivial', 0.0)",3,0.7018669372709718
[5],0.001,gaussian,124,logistic,0.001,"('trivial', 0.0)",3,0.7019163895413815
[3],0.01,gaussian,124,tanh,0.001,"('trivial', 0.0)",3,0.7021458896169781
"[5, 5, 5]",0.01,gaussian,8,logistic,0.001,"('nesterov', 0.5)",3,0.7025129400350313
[3],0.001,gaussian,8,relu,0.001,"('trivial', 0.0)",3,0.7026061423123435
[3],0.001,gaussian,32,tanh,0.0,"('trivial', 0.5)",3,0.7027334128757575
[5],0.001,gaussian,16,logistic,0.001,"('nesterov', 0.5)",3,0.7028003332298218
[5],0.001,gaussian,124,softplus,0.0,"('trivial', 0.5)",3,0.7030602458362166
[3],0.001,gaussian,32,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.7030998810496717
[150],0.1,gaussian,1,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.7031059336829072
[5],0.001,gaussian,64,tanh,0.001,"('trivial', 0.5)",3,0.7031898581986425
"[5, 5, 5]",0.001,gaussian,64,tanh,0.001,"('trivial', 0.0)",3,0.7033581158906439
[5],0.001,gaussian,124,tanh,0.0,"('trivial', 0.0)",3,0.7035503122161716
"[5, 5]",0.001,gaussian,16,relu,0.001,"('trivial', 0.0)",3,0.7036255488441995
[5],0.001,gaussian,64,relu,0.001,"('nesterov', 0.5)",3,0.7037707375163021
"[5, 5]",0.8,gaussian,2,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.7041502221772209
[3],0.001,gaussian,64,relu,0.001,"('trivial', 0.5)",3,0.7042233517398547
[5],0.001,gaussian,64,relu,0.0,"('nesterov', 0.5)",3,0.7042548390781954
"[5, 5]",0.1,gaussian,124,logistic,0.001,"('trivial', 0.0)",3,0.7043120251023959
"[5, 5, 5]",0.001,gaussian,124,relu,0.001,"('trivial', 0.0)",3,0.7046408279215645
"[5, 5, 5]",0.01,gaussian,8,logistic,0.0,"('trivial', 0.0)",3,0.7049163933363861
"[5, 5, 5]",0.001,gaussian,124,logistic,0.001,"('trivial', 0.5)",3,0.7050257063189495
[5],0.001,gaussian,64,softplus,0.001,"('nesterov', 0.5)",3,0.7051377933281228
"[5, 5, 5]",0.05,gaussian,32,logistic,0.0,"('trivial', 0.0)",3,0.7051387165327482
"[200, 200]",0.05,gaussian,124,softplus,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.7052647844917628
"[5, 5]",0.001,gaussian,16,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.7054958247503079
[10],0.001,gaussian,124,logistic,0.0,"('trivial', 0.5)",3,0.7061760764282018
[100],0.001,gaussian,124,tanh,0.001,"('trivial', 0.0)",3,0.7066070391862572
"[20, 20]",0.001,gaussian,64,logistic,0.001,"('trivial', 0.0)",3,0.7066380086877976
"[5, 5]",0.001,gaussian,124,logistic,0.001,"('nesterov', 0.5)",3,0.7073934006388765
"[5, 5, 5]",0.001,gaussian,124,tanh,0.0,"('nesterov', 0.9)",3,0.7077073424002559
[3],0.001,gaussian,124,softplus,0.0,"('nesterov', 0.5)",3,0.7077595646095466
"[5, 5]",0.001,gaussian,124,softplus,0.0,"('nesterov', 0.5)",3,0.7077888153380639
"[20, 20]",0.01,gaussian,124,logistic,0.001,"('trivial', 0.9)",3,0.7079076697556482
"[5, 5]",0.01,gaussian,124,tanh,0.001,"('trivial', 0.0)",3,0.7079138439924382
"[5, 5, 5]",0.01,gaussian,64,logistic,0.0,"('nesterov', 0.9)",3,0.7079259057135627
[3],0.001,gaussian,32,softplus,0.0,"('trivial', 0.0)",3,0.7083729790198614
[20],0.001,gaussian,124,relu,0.0,"('trivial', 0.0)",3,0.7084573429363212
"[5, 5]",0.001,gaussian,64,logistic,0.001,"('trivial', 0.0)",3,0.7085842405311391
"[20, 20]",0.01,gaussian,124,logistic,0.0,"('nesterov', 0.9)",3,0.7087233532445373
[10],0.001,gaussian,124,tanh,0.001,"('trivial', 0.5)",3,0.708726417638983
"[5, 5, 5]",0.001,gaussian,2,logistic,0.001,"('nesterov', 0.9)",3,0.7088778474914949
"[20, 20]",0.001,gaussian,124,logistic,0.0,"('trivial', 0.0)",3,0.7088785261317067
[3],0.001,gaussian,64,softplus,0.001,"('nesterov', 0.5)",3,0.7090402756076558
"[100, 100]",0.05,gaussian,16,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.7090549582249904
"[5, 5, 5]",0.001,gaussian,64,relu,0.0,"('trivial', 0.0)",3,0.7090996035091542
"[5, 5, 5]",0.1,gaussian,124,logistic,0.0,"('nesterov', 0.5)",3,0.7094272277727297
"[5, 5, 5]",0.8,gaussian,16,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.7095824001944558
[5],0.001,gaussian,64,softplus,0.001,"('trivial', 0.0)",3,0.7097511718707664
"[200, 200]",0.05,gaussian,32,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.7099525953720695
[10],0.001,gaussian,32,relu,0.0,"('trivial', 0.5)",3,0.7099736531735981
[5],0.001,gaussian,64,logistic,0.0,"('trivial', 0.5)",3,0.7100872097652409
[3],0.01,gaussian,124,tanh,0.001,"('nesterov', 0.5)",3,0.7102751729421276
[5],0.01,gaussian,124,logistic,0.001,"('trivial', 0.0)",3,0.7103381577647053
"[5, 5]",0.001,gaussian,16,logistic,0.0,"('nesterov', 0.9)",3,0.7104485480802046
"[5, 5]",0.01,gaussian,124,logistic,0.0,"('trivial', 0.9)",3,0.7104672601849176
[3],0.001,gaussian,16,logistic,0.0,"('trivial', 0.5)",3,0.7105265380220601
[5],0.001,gaussian,64,relu,0.0,"('trivial', 0.0)",3,0.7105993854543259
"[100, 100]",0.001,gaussian,124,relu,0.0,"('trivial', 0.5)",3,0.7107735533138024
[100],0.001,gaussian,124,tanh,0.0,"('trivial', 0.5)",3,0.7107990840569364
"[5, 5]",0.001,gaussian,64,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.7108817024079309
[3],0.001,gaussian,64,tanh,0.001,"('nesterov', 0.5)",3,0.7112852558317874
[150],0.001,gaussian,64,relu,0.0,"('trivial', 0.0)",3,0.7118007376023453
[5],0.001,gaussian,64,logistic,0.0,"('trivial', 0.0)",3,0.7118062814106003
"[100, 100]",0.2,gaussian,8,softplus,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.7118519869435764
"[20, 20]",0.8,gaussian,4,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.712027992157957
[3],0.001,gaussian,64,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.7120519401507006
[20],0.001,gaussian,32,tanh,0.001,"('trivial', 0.0)",3,0.7120789042469734
"[5, 5]",0.05,gaussian,64,logistic,0.001,"('trivial', 0.0)",3,0.7121815337478844
"[20, 20]",0.001,gaussian,124,logistic,0.001,"('trivial', 0.0)",3,0.7122734446259041
[100],0.001,gaussian,64,relu,0.001,"('trivial', 0.0)",3,0.7123885249773494
"[5, 5, 5]",0.01,gaussian,8,logistic,0.0,"('trivial', 0.5)",3,0.7124255277782314
"[5, 5]",0.1,gaussian,124,logistic,0.0,"('trivial', 0.0)",3,0.7124506382696429
[3],0.001,gaussian,64,logistic,0.0,"('nesterov', 0.5)",3,0.7129014511601296
[100],0.2,gaussian,1,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.7129391650440331
[150],0.001,gaussian,124,relu,0.0,"('nesterov', 0.5)",3,0.7133738751070978
[5],0.001,gaussian,32,relu,0.001,"('trivial', 0.0)",3,0.7134929043636989
"[5, 5, 5]",0.001,gaussian,32,softplus,0.001,"('nesterov', 0.5)",3,0.7135296263367934
[3],0.001,gaussian,32,tanh,0.001,"('trivial', 0.0)",3,0.7137281673454056
"[5, 5]",0.001,gaussian,16,tanh,0.001,"('trivial', 0.0)",3,0.7143508676255999
"[20, 20]",0.001,gaussian,64,relu,0.0,"('nesterov', 0.5)",3,0.7143779571711524
[3],0.001,gaussian,32,logistic,0.001,"('nesterov', 0.5)",3,0.7147026053401282
[20],0.001,gaussian,124,logistic,0.0,"('nesterov', 0.5)",3,0.7148492116506658
"[20, 20]",0.001,gaussian,124,logistic,0.001,"('trivial', 0.5)",3,0.7149014833627567
[150],0.2,gaussian,2,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.7150388635522891
"[5, 5]",0.001,gaussian,16,tanh,0.0,"('trivial', 0.0)",3,0.7151177763623436
[10],0.001,gaussian,32,relu,0.001,"('trivial', 0.0)",3,0.7151469075906194
"[100, 100]",0.2,gaussian,124,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.7151599033349655
"[5, 5, 5]",0.001,gaussian,32,softplus,0.001,"('trivial', 0.0)",3,0.7152767932616294
[100],0.001,gaussian,124,relu,0.001,"('trivial', 0.5)",3,0.7152891643174047
"[5, 5, 5]",0.001,gaussian,64,relu,0.001,"('trivial', 0.0)",3,0.7153252210394779
[5],0.001,gaussian,32,logistic,0.001,"('adam', 0.9, 0.999, 1e-08)",3,0.7155610423919336
"[200, 200]",0.001,gaussian,64,relu,0.001,"('trivial', 0.0)",3,0.7157426632969864
[3],0.001,gaussian,32,logistic,0.001,"('trivial', 0.0)",3,0.7158427153096781
[5],0.001,gaussian,16,logistic,0.0,"('trivial', 0.0)",3,0.7159376716852085
"[5, 5]",0.001,gaussian,124,logistic,0.0,"('trivial', 0.5)",3,0.7160238824439102
"[100, 100]",0.001,gaussian,124,relu,0.001,"('nesterov', 0.5)",3,0.7160601212317257
[3],0.001,gaussian,32,logistic,0.001,"('nesterov', 0.9)",3,0.7162730880454866
"[5, 5]",0.001,gaussian,124,softplus,0.0,"('trivial', 0.0)",3,0.7163055564724536
"[20, 20]",0.01,gaussian,32,logistic,0.001,"('trivial', 0.5)",3,0.7164470802933698
[3],0.8,gaussian,16,tanh,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.716591215778787
[3],0.001,gaussian,124,logistic,0.001,"('trivial', 0.9)",3,0.7165951025411791
"[5, 5]",0.001,gaussian,64,softplus,0.0,"('trivial', 0.0)",3,0.7166387418634447
"[5, 5, 5]",0.2,gaussian,64,logistic,0.0,"('trivial', 0.0)",3,0.7167379405347679
[100],0.2,gaussian,2,logistic,0.0,"('adam', 0.9, 0.999, 1e-08)",3,0.716801866371633
[150],0.001,gaussian,64,relu,0.001,"('trivial', 0.0)",3,0.7170514831734351
"[5, 5]",0.01,gaussian,16,logistic,0.001,"('trivial', 0.0)",3,0.7171789626394295
[3],0.001,gaussian,124,logistic,0.001,"('nesterov', 0.5)",3,0.7174624805037499
